time,target_inclination,sensor_inclination,target_orientation,sensor_orientation
15.62,30,29.663,90,89.57
15.64,30,29.534,90,89.704
15.66,30,29.375,90,89.819
15.69,30,29.277,90,89.963
15.71,30,29.369,90,90.122
15.73,30,29.473,90,90.051
15.75,30,29.547,90,89.929
15.77,30,29.667,90,89.908
15.79,30,29.802,90,89.886
15.81,30,29.843,90,89.779
15.83,30,29.814,90,89.588
15.85,30,29.923,90,89.337
15.87,30,29.96,90,89.367
15.89,30,30.151,90,89.415
15.91,30,30.16,90,89.396
15.93,30,30.186,90,89.363
15.95,30,30.259,90,89.357
15.97,30,30.281,90,89.292
15.99,30,30.317,90,89.123
16.01,30,30.343,90,89.035
16.03,30,30.439,90,89.161
16.05,30,30.55,90,89.294
16.07,30,30.541,90,89.263
16.09,30,30.593,90,89.29
16.11,30,30.706,90,89.366
16.13,30,30.747,90,89.28
16.15,30,30.762,90,89.083
16.17,30,30.802,90,89.101
16.19,30,30.823,90,89.167
16.21,30,30.834,90,89.15
16.23,30,30.694,90,89.216
16.25,30,30.455,90,89.452
16.27,30,30.184,90,89.751
16.29,30,29.874,90,89.96
16.32,30,29.576,90,90.048
16.34,30,29.416,90,90.13
16.36,30,29.399,90,90.109
16.38,30,29.424,90,89.794
16.4,30,29.415,90,89.54
16.42,30,29.513,90,89.456
16.44,30,29.684,90,89.391
16.46,30,29.824,90,89.331
16.48,30,29.958,90,89.292
16.5,30,29.999,90,89.403
16.52,30,30.011,90,89.519
16.54,30,30.005,90,89.444
16.56,30,30.004,90,89.399
16.58,30,30.064,90,89.453
16.6,30,30.049,90,89.499
16.62,30,30.046,90,89.414
16.64,30,30.208,90,89.454
16.66,30,30.351,90,89.485
16.68,30,30.45,90,89.472
16.7,30,30.477,90,89.311
16.72,30,30.47,90,89.157
16.74,30,30.432,90,89.04
16.76,30,30.388,90,88.966
16.78,30,30.396,90,88.937
16.8,30,30.238,90,88.755
16.82,30,30.166,90,88.616
16.84,30,30.152,90,88.553
16.86,30,30.136,90,88.59
16.88,30,30.073,90,88.559
16.9,30,29.954,90,88.602
16.93,30,29.964,90,88.712
16.95,30,30,90,88.73
16.97,30,29.909,90,88.573
16.99,30,29.932,90,88.658
17.01,30,29.98,90,88.831
17.03,30,30.002,90,88.926
17.05,30,30.076,90,89.05
17.07,30,30.19,90,89.207
17.09,30,30.226,90,89.178
17.11,30,30.191,90,89.06
17.13,30,30.165,90,89.055
17.15,30,30.157,90,89.21
17.17,30,30.12,90,89.355
17.19,30,30.132,90,89.406
17.21,30,30.153,90,89.483
17.23,30,30.099,90,89.398
17.25,30,29.998,90,89.236
17.27,30,29.832,90,89.155
17.29,30,29.797,90,89.254
17.31,30,29.839,90,89.306
17.33,30,29.809,90,89.319
17.35,30,29.863,90,89.317
17.37,30,29.918,90,89.394
17.39,30,29.674,90,89.72
17.41,30,29.425,90,89.976
17.43,30,29.233,90,90.145
17.45,30,29.138,90,90.279
17.47,30,29.08,90,90.333
17.49,30,28.96,90,90.375
17.51,30,29.028,90,90.192
17.53,30,29.276,90,89.882
17.55,30,29.481,90,89.578
17.58,30,29.681,90,89.29
17.6,30,29.845,90,89.029
17.62,30,29.888,90,88.917
17.64,30,30.002,90,88.936
17.66,30,29.968,90,89.184
17.68,30,29.763,90,89.519
17.7,30,29.538,90,89.702
17.72,30,29.381,90,89.83
17.74,30,29.288,90,89.957
17.76,30,29.213,90,89.978
17.78,30,29.291,90,89.778
17.8,30,29.473,90,89.513
17.82,30,29.81,90,89.252
17.84,30,30.092,90,89.056
17.86,30,30.248,90,88.945
17.88,30,30.319,90,88.849
17.9,30,30.396,90,88.901
17.92,30,30.372,90,89.158
17.94,30,30.258,90,89.261
17.96,30,30.069,90,89.434
17.98,30,29.871,90,89.628
18,30,29.794,90,89.736
18.02,30,29.773,90,89.779
18.04,30,29.694,90,89.767
18.06,30,29.59,90,89.803
18.08,30,29.484,90,90.053
18.1,30,29.406,90,90.071
18.12,30,29.353,90,90.128
18.14,30,29.316,90,90.143
18.16,30,29.394,90,90.195
18.18,30,29.365,90,90.17
18.2,30,29.409,90,90.181
18.22,30,29.525,90,90.117
18.24,30,29.548,90,90.02
18.27,30,29.606,90,89.913
18.29,30,29.626,90,90.016
18.31,30,29.596,90,90.22
18.33,30,29.556,90,90.282
18.35,30,29.477,90,90.33
18.37,30,29.421,90,90.402
18.39,30,29.448,90,90.353
18.41,30,29.423,90,90.308
18.43,30,29.472,90,90.278
18.45,30,29.504,90,90.24
18.47,30,29.518,90,90.11
18.49,30,29.618,90,90.052
18.51,30,29.692,90,90.038
18.53,30,29.741,90,89.966
18.55,30,29.675,90,90.023
18.57,30,29.636,90,90.095
18.59,30,29.739,90,90.169
18.61,30,29.748,90,90.309
18.63,30,29.72,90,90.35
18.65,30,29.708,90,90.412
18.67,30,29.831,90,90.472
18.69,30,30.112,90,90.454
18.71,30,30.25,90,90.254
18.73,30,30.321,90,90.094
18.75,30,30.458,90,90.1
18.77,30,30.559,90,90.055
18.79,30,30.638,90,89.981
18.81,30,30.746,90,89.687
18.83,30,30.798,90,89.458
18.85,30,30.959,90,89.272
18.87,30,31.073,90,89.119
18.89,30,31.166,90,88.946
18.92,30,31.179,90,88.776
18.94,30,31.025,90,88.732
18.96,30,30.809,90,88.749
18.98,30,30.593,90,88.87
19,30,30.509,90,89.051
19.02,30,30.455,90,89.241
19.04,30,30.35,90,89.36
19.06,30,30.29,90,89.338
19.08,30,30.315,90,89.248
19.1,30,30.343,90,89.101
19.12,30,30.382,90,89.065
19.14,30,30.416,90,89.184
19.16,30,30.45,90,89.175
19.18,30,30.418,90,89.121
19.2,30,30.376,90,89.288
19.22,30,30.378,90,89.472
19.24,30,30.347,90,89.52
19.26,30,30.322,90,89.575
19.28,30,30.394,90,89.752
19.3,30,30.389,90,89.84
19.32,30,30.348,90,89.752
19.34,30,30.383,90,89.708
19.36,30,30.473,90,89.731
19.38,30,30.487,90,89.58
19.4,30,30.461,90,89.442
19.42,30,30.461,90,89.396
19.44,30,30.533,90,89.451
19.46,30,30.326,90,89.783
19.48,30,30.065,90,90.064
19.5,30,29.741,90,90.317
19.52,30,29.516,90,90.532
19.54,30,29.395,90,90.718
19.57,30,29.214,90,90.922
19.59,30,29.268,90,90.855
19.61,30,29.418,90,90.677
19.63,30,29.621,90,90.597
19.65,30,29.892,90,90.4
19.67,30,30.002,90,90.229
19.69,30,30.059,90,90.033
19.71,30,30.071,90,89.719
19.73,30,30.117,90,89.315
19.75,30,30.24,90,88.985
19.77,30,30.346,90,88.746
19.79,30,30.477,90,88.606
19.81,30,30.612,90,88.637
19.83,30,30.711,90,88.703
19.85,30,30.7,90,88.721
19.87,30,30.527,90,88.694
19.89,30,30.46,90,88.817
19.91,30,30.406,90,89.08
19.93,30,30.292,90,89.331
19.95,30,30.22,90,89.404
19.97,30,30.113,90,89.481
19.99,30,30.048,90,89.604
0,30,29.999,135,89.707
0.02,30,29.88,135,89.784
0.04,30,29.805,135,89.848
0.06,30,29.837,135,90.005
0.08,30,29.804,135,90.211
0.1,30,29.734,135,90.345
0.12,30,29.595,135,90.343
0.14,30,29.495,135,90.381
0.16,30,29.497,135,90.438
0.18,30,29.437,135,90.495
0.2,30,29.438,135,90.498
0.22,30,29.599,135,90.27
0.24,30,29.607,135,89.965
0.26,30,29.576,135,89.523
0.28,30,29.663,135,89.424
0.31,30,29.757,135,89.313
0.33,30,29.743,135,89.281
0.35,30,29.622,135,89.387
0.37,30,29.658,135,89.629
0.39,30,29.72,135,89.896
0.41,30,29.731,135,90.013
0.43,30,29.74,135,90.006
0.45,30,29.606,135,90.006
0.47,30,29.626,135,89.873
0.49,30,29.688,135,89.638
0.51,30,29.832,135,89.5
0.53,30,29.986,135,89.474
0.55,30,30.061,135,89.494
0.57,30,30.077,135,89.549
0.59,30,30.234,135,89.732
0.61,30,30.232,135,89.994
0.63,30,30.154,135,90.113
0.65,30,30.034,135,90.363
0.67,30,30.024,135,90.607
0.69,30,30.072,135,90.845
0.71,30,30.011,135,91.042
0.73,30,30.099,135,91.216
0.75,30,30.111,135,91.542
0.77,30,30.085,135,91.781
0.79,30,30.102,135,91.929
0.81,30,30.016,135,92.189
0.83,30,29.997,135,92.514
0.85,30,30.063,135,92.814
0.87,30,29.924,135,92.979
0.89,30,29.853,135,93.187
0.92,30,29.863,135,93.626
0.94,30,29.757,135,93.969
0.96,30,29.632,135,94.087
0.98,30,29.701,135,94.186
1,30,29.81,135,94.33
1.02,30,29.886,135,94.543
1.04,30,29.999,135,94.67
1.06,30,30.08,135,94.819
1.08,30,30.275,135,94.907
1.1,30,30.35,135,95.028
1.12,30,30.232,135,95.368
1.14,30,30.248,135,95.797
1.16,30,30.3,135,96.144
1.18,30,30.26,135,96.585
1.2,30,30.264,135,96.878
1.22,30,30.133,135,97.115
1.24,30,29.985,135,97.341
1.26,30,29.806,135,97.685
1.28,30,29.651,135,98.167
1.3,30,29.479,135,98.642
1.32,30,29.189,135,98.893
1.34,30,29.178,135,99.179
1.36,30,29.156,135,99.488
1.38,30,29.306,135,99.489
1.4,30,29.505,135,99.302
1.42,30,29.818,135,99.02
1.44,30,29.949,135,98.851
1.46,30,30,135,98.737
1.48,30,30.097,135,98.704
1.5,30,30.148,135,98.577
1.53,30,30.254,135,98.533
1.55,30,30.302,135,98.547
1.57,30,30.431,135,98.677
1.59,30,30.482,135,98.712
1.61,30,30.367,135,98.711
1.63,30,30.276,135,98.846
1.65,30,30.136,135,98.99
1.67,30,29.962,135,99.215
1.69,30,29.866,135,99.345
1.71,30,29.753,135,99.396
1.73,30,29.756,135,99.735
1.75,30,29.85,135,99.812
1.77,30,29.886,135,99.726
1.79,30,29.89,135,99.657
1.81,30,29.896,135,99.635
1.83,30,29.911,135,99.671
1.85,30,29.97,135,99.636
1.87,30,29.943,135,99.584
1.89,30,29.881,135,99.782
1.91,30,30.074,135,100.055
1.93,30,30.166,135,100.319
1.95,30,30.002,135,100.42
1.97,30,29.938,135,100.503
1.99,30,29.979,135,100.692
2.01,30,29.953,135,100.851
2.03,30,30.008,135,100.731
2.05,30,30.051,135,100.665
2.07,30,30.039,135,100.77
2.09,30,30.173,135,100.774
2.11,30,30.146,135,100.806
2.13,30,30.117,135,100.803
2.15,30,30.156,135,101.122
2.18,30,29.932,135,101.663
2.2,30,29.741,135,102.073
2.22,30,29.573,135,102.423
2.24,30,29.488,135,102.785
2.26,30,29.446,135,103.04
2.28,30,29.63,135,103.151
2.3,30,29.684,135,103.204
2.32,30,29.806,135,103.146
2.34,30,29.937,135,103.137
2.36,30,30.106,135,103.1
2.38,30,30.213,135,103.112
2.4,30,30.082,135,103.323
2.42,30,29.929,135,103.799
2.44,30,29.818,135,104.216
2.46,30,29.587,135,104.554
2.48,30,29.481,135,104.789
2.5,30,29.473,135,105.049
2.52,30,29.507,135,105.254
2.54,30,29.645,135,105.196
2.56,30,29.784,135,105.068
2.58,30,30.014,135,104.956
2.6,30,30.144,135,104.832
2.62,30,30.143,135,104.69
2.64,30,30.195,135,104.694
2.66,30,30.139,135,104.663
2.68,30,30.368,135,104.559
2.7,30,30.46,135,104.433
2.72,30,30.427,135,104.407
2.74,30,30.417,135,104.432
2.76,30,30.418,135,104.477
2.78,30,30.487,135,104.58
2.81,30,30.361,135,104.828
2.83,30,30.204,135,105.12
2.85,30,30.124,135,105.721
2.87,30,30.169,135,106.229
2.89,30,30.252,135,106.708
2.91,30,30.266,135,106.911
2.93,30,30.246,135,107.058
2.95,30,30.392,135,107.181
2.97,30,30.468,135,107.162
2.99,30,30.476,135,107.138
3.01,30,30.449,135,107.116
3.03,30,30.418,135,107.076
3.05,30,30.445,135,107.067
3.07,30,30.538,135,107.112
3.09,30,30.673,135,107.133
3.11,30,30.877,135,107.174
3.13,30,30.929,135,107.13
3.15,30,30.77,135,107.192
3.17,30,30.601,135,107.327
3.19,30,30.559,135,107.362
3.21,30,30.511,135,107.369
3.23,30,30.637,135,107.32
3.25,30,30.794,135,107.454
3.27,30,30.913,135,107.674
3.29,30,30.91,135,107.656
3.31,30,30.796,135,107.7
3.33,30,30.851,135,107.96
3.35,30,30.931,135,108.025
3.37,30,30.789,135,108.08
3.39,30,30.706,135,108.196
3.42,30,30.612,135,108.159
3.44,30,30.728,135,108.407
3.46,30,30.755,135,108.646
3.48,30,30.631,135,108.685
3.5,30,30.413,135,108.771
3.52,30,30.31,135,108.773
3.54,30,30.234,135,108.773
3.56,30,30.116,135,108.74
3.58,30,30.169,135,108.639
3.6,30,30.199,135,108.567
3.62,30,30.161,135,108.591
3.64,30,30.183,135,108.502
3.66,30,30.092,135,108.531
3.68,30,30.026,135,108.538
3.7,30,29.902,135,108.55
3.72,30,29.769,135,108.923
3.74,30,29.823,135,109.101
3.76,30,29.89,135,109.204
3.78,30,29.86,135,109.426
3.8,30,29.787,135,109.509
3.82,30,29.75,135,109.967
3.84,30,29.938,135,110.25
3.86,30,30.011,135,110.415
3.88,30,30.082,135,110.507
3.9,30,30.172,135,110.757
3.92,30,30.334,135,110.892
3.94,30,30.358,135,110.704
3.96,30,30.386,135,110.452
3.98,30,30.433,135,110.313
4,30,30.432,135,110.276
4.02,30,30.626,135,110.133
4.05,30,30.715,135,109.989
4.07,30,30.731,135,109.852
4.09,30,30.67,135,109.859
4.11,30,30.544,135,109.951
4.13,30,30.483,135,109.795
4.15,30,30.398,135,109.679
4.17,30,30.311,135,109.553
4.19,30,30.334,135,109.453
4.21,30,30.278,135,109.604
4.23,30,30.237,135,110.018
4.25,30,30.237,135,110.472
4.27,30,30.142,135,110.868
4.29,30,29.97,135,111.115
4.31,30,29.623,135,111.445
4.33,30,29.86,135,111.434
4.35,30,30.193,135,111.458
4.37,30,30.459,135,111.642
4.39,30,30.551,135,111.751
4.41,30,30.479,135,111.857
4.43,30,30.467,135,111.912
4.45,30,30.512,135,111.812
4.47,30,30.456,135,111.922
4.49,30,30.498,135,112.02
4.51,30,30.588,135,112
4.53,30,30.512,135,112.095
4.55,30,30.493,135,112.213
4.57,30,30.554,135,112.413
4.59,30,30.623,135,112.42
4.61,30,30.708,135,112.223
4.63,30,30.727,135,112.17
4.66,30,30.833,135,112.104
4.68,30,30.825,135,111.996
4.7,30,30.647,135,111.852
4.72,30,30.623,135,111.727
4.74,30,30.722,135,111.648
4.76,30,30.715,135,111.661
4.78,30,30.917,135,111.636
4.8,30,31.153,135,111.729
4.82,30,31.269,135,111.825
4.84,30,31.463,135,112.239
4.86,30,31.555,135,112.833
4.88,30,31.412,135,113.4
4.9,30,31.408,135,114.051
4.92,30,31.301,135,114.488
4.94,30,31.041,135,114.794
4.96,30,30.794,135,114.745
4.98,30,30.714,135,114.427
5,30,30.648,135,114.083
5.02,30,30.807,135,113.715
5.04,30,31.04,135,113.47
5.06,30,31.188,135,113.284
5.08,30,31.227,135,113.096
5.1,30,31.196,135,113.397
5.12,30,31.245,135,113.863
5.14,30,31.411,135,114.346
5.16,30,31.228,135,114.614
5.18,30,31.072,135,114.836
5.2,30,30.912,135,115
5.22,30,30.785,135,115.168
5.24,30,30.892,135,115.033
5.26,30,30.954,135,114.889
5.29,30,31.036,135,114.966
5.31,30,31.137,135,114.91
5.33,30,31.206,135,114.793
5.35,30,31.276,135,114.773
5.37,30,31.266,135,114.863
5.39,30,31.188,135,115.218
5.41,30,31.125,135,115.508
5.43,30,31.226,135,115.509
5.45,30,31.182,135,115.641
5.47,30,31.12,135,115.704
5.49,30,31.066,135,115.848
5.51,30,31.055,135,116
5.53,30,30.986,135,116.171
5.55,30,30.878,135,116.51
5.57,30,30.991,135,116.646
5.59,30,31.035,135,116.795
5.61,30,30.982,135,116.89
5.63,30,30.962,135,116.852
5.65,30,30.845,135,116.933
5.67,30,30.973,135,116.881
5.69,30,31.14,135,116.697
5.71,30,31.083,135,116.866
5.73,30,31.177,135,116.86
5.75,30,31.327,135,117.013
5.77,30,31.252,135,117.206
5.79,30,31.17,135,117.468
5.81,30,31.205,135,117.727
5.83,30,31.371,135,117.892
5.85,30,31.355,135,117.952
5.87,30,31.291,135,117.907
5.89,30,31.324,135,117.549
5.92,30,31.532,135,117.191
5.94,30,31.624,135,116.934
5.96,30,31.647,135,116.725
5.98,30,31.642,135,116.602
6,30,31.69,135,116.625
6.02,30,31.666,135,116.792
6.04,30,31.597,135,117.104
6.06,30,31.576,135,117.479
6.08,30,31.422,135,117.857
6.1,30,31.205,135,118.069
6.12,30,30.973,135,118.242
6.14,30,30.857,135,118.201
6.16,30,30.791,135,117.904
6.18,30,30.706,135,117.64
6.2,30,30.775,135,117.439
6.22,30,30.814,135,117.399
6.24,30,30.672,135,117.427
6.26,30,30.552,135,117.591
6.28,30,30.647,135,117.935
6.3,30,30.665,135,118.471
6.32,30,30.688,135,118.77
6.34,30,30.626,135,118.907
6.36,30,30.48,135,119.312
6.38,30,30.576,135,119.099
6.4,30,30.812,135,118.795
6.42,30,30.868,135,118.423
6.44,30,30.845,135,118.113
6.47,30,30.858,135,118.009
6.49,30,31.248,135,117.514
6.51,30,31.256,135,117.519
6.53,30,31.169,135,117.425
6.55,30,31.135,135,117.301
6.57,30,31.251,135,117.37
6.59,30,31.282,135,117.332
6.61,30,31.131,135,117.437
6.63,30,31.132,135,117.32
6.65,30,31.128,135,117.434
6.67,30,31.1,135,117.729
6.69,30,30.882,135,118.061
6.71,30,30.741,135,118.753
6.73,30,30.825,135,119.17
6.75,30,30.915,135,119.254
6.77,30,30.642,135,119.649
6.79,30,30.567,135,119.888
6.81,30,30.633,135,119.88
6.83,30,30.758,135,120.025
6.85,30,30.875,135,120.089
6.87,30,30.946,135,120.049
6.89,30,30.932,135,120.213
6.91,30,31.051,135,120.07
6.93,30,31.08,135,119.913
6.95,30,30.874,135,120.068
6.97,30,30.834,135,120.069
6.99,30,31.027,135,119.904
7.01,30,31.212,135,119.822
7.03,30,31.261,135,119.715
7.05,30,31.38,135,119.717
7.07,30,31.405,135,119.942
7.1,30,31.51,135,119.9
7.12,30,31.31,135,120.136
7.14,30,31.14,135,120.29
7.16,30,31.051,135,120.215
7.18,30,30.814,135,120.625
7.2,30,30.738,135,120.848
7.22,30,30.819,135,120.953
7.24,30,30.876,135,121.356
7.26,30,30.934,135,121.559
7.28,30,30.978,135,121.501
7.3,30,30.815,135,121.457
7.32,30,30.773,135,121.202
7.34,30,30.617,135,120.872
7.36,30,30.5,135,120.495
7.38,30,30.536,135,120.255
7.4,30,30.566,135,120.215
7.42,30,30.556,135,120.342
7.44,30,30.524,135,120.707
7.46,30,30.423,135,121.149
7.48,30,30.262,135,121.514
7.5,30,30.121,135,121.832
7.52,30,30.017,135,122.094
7.54,30,30.036,135,122.181
7.56,30,30.001,135,122.305
7.58,30,29.848,135,122.616
7.6,30,29.898,135,122.625
7.62,30,29.889,135,122.718
7.64,30,29.795,135,122.765
7.66,30,29.873,135,122.704
7.69,30,30.084,135,122.691
7.71,30,30.273,135,122.595
7.73,30,30.387,135,122.516
7.75,30,30.379,135,122.643
7.77,30,30.611,135,122.458
7.79,30,30.856,135,122.404
7.81,30,30.918,135,122.721
7.83,30,30.931,135,123.001
7.85,30,30.887,135,123.337
7.87,30,30.844,135,123.555
7.89,30,30.866,135,123.624
7.91,30,30.794,135,123.901
7.93,30,30.739,135,123.566
7.95,30,30.61,135,123.028
7.97,30,30.532,135,122.429
7.99,30,30.545,135,121.876
8.01,30,30.587,135,121.48
8.03,30,30.564,135,121.353
8.05,30,30.523,135,121.274
8.07,30,30.437,135,121.565
8.09,30,30.416,135,122.216
8.11,30,30.456,135,122.618
8.13,30,30.343,135,122.951
8.15,30,30.054,135,123.502
8.17,30,30.11,135,123.623
8.19,30,30.108,135,123.745
8.21,30,29.946,135,123.682
8.23,30,29.908,135,123.292
8.25,30,29.953,135,123.072
8.27,30,29.994,135,122.816
8.29,30,30.046,135,122.463
8.31,30,30.174,135,122.372
8.33,30,30.304,135,122.211
8.36,30,30.291,135,122.169
8.38,30,30.264,135,122.177
8.4,30,30.279,135,122.175
8.42,30,30.382,135,122.23
8.44,30,30.465,135,122.158
8.46,30,30.453,135,122.243
8.48,30,30.361,135,122.451
8.5,30,30.41,135,122.436
8.52,30,30.585,135,122.388
8.54,30,30.705,135,122.442
8.56,30,30.76,135,122.506
8.58,30,30.638,135,122.851
8.6,30,30.635,135,123.026
8.62,30,30.606,135,123.161
8.64,30,30.314,135,123.668
8.66,30,30.164,135,123.924
8.68,30,30.121,135,124.098
8.7,30,30.059,135,124.282
8.72,30,29.85,135,124.845
8.74,30,29.682,135,125.343
8.76,30,29.792,135,125.628
8.78,30,30.039,135,125.957
8.8,30,30.127,135,126.072
8.82,30,30.1,135,126.232
8.84,30,30.247,135,125.956
8.86,30,30.275,135,125.743
8.88,30,30.146,135,125.627
8.9,30,30.163,135,125.37
8.92,30,30.265,135,125.209
8.94,30,30.321,135,125.138
8.96,30,30.285,135,125.109
8.98,30,30.257,135,125.12
9.01,30,30.301,135,125.094
9.03,30,30.354,135,125.133
9.05,30,30.324,135,125.182
9.07,30,30.264,135,125.087
9.09,30,30.248,135,125.107
9.11,30,30.364,135,125.277
9.13,30,30.478,135,125.307
9.15,30,30.436,135,125.244
9.17,30,30.278,135,125.223
9.19,30,30.263,135,125.34
9.21,30,30.3,135,125.481
9.23,30,30.237,135,125.491
9.25,30,30.237,135,125.581
9.27,30,30.32,135,125.776
9.29,30,30.269,135,125.735
9.31,30,30.118,135,125.681
9.33,30,29.99,135,125.834
9.35,30,29.905,135,125.652
9.37,30,29.887,135,125.123
9.39,30,29.963,135,124.819
9.41,30,30.126,135,124.807
9.43,30,30.249,135,124.56
9.45,30,30.345,135,124.316
9.47,30,30.448,135,124.235
9.49,30,30.486,135,124.21
9.51,30,30.385,135,124.181
9.53,30,30.396,135,124.054
9.55,30,30.494,135,124.084
9.57,30,30.569,135,124.111
9.6,30,30.562,135,124.144
9.62,30,30.424,135,124.719
9.64,30,30.458,135,125.297
9.66,30,30.55,135,125.775
9.68,30,30.505,135,126.474
9.7,30,30.469,135,127.131
9.72,30,30.559,135,127.418
9.74,30,30.635,135,127.529
9.76,30,30.529,135,127.51
9.78,30,30.451,135,127.215
9.8,30,30.438,135,126.802
9.82,30,30.364,135,126.692
9.84,30,30.278,135,126.68
9.86,30,30.27,135,126.632
9.88,30,30.376,135,126.814
9.9,30,30.453,135,127.049
9.92,30,30.418,135,127.191
9.94,30,30.322,135,127.352
9.96,30,30.326,135,127.457
9.98,30,30.332,135,127.533
10,30,30.19,135,127.574
10.02,30,30.17,135,127.333
10.04,30,30.16,135,127.178
10.06,30,30.179,135,127.083
10.08,30,30.218,135,126.922
10.1,30,30.2,135,126.757
10.12,30,30.036,135,126.854
10.14,30,29.87,135,126.46
10.16,30,29.832,135,126.235
10.18,30,29.82,135,126.069
10.21,30,29.835,135,125.86
10.23,30,29.837,135,125.78
10.25,30,29.85,135,125.7
10.27,30,29.792,135,125.759
10.29,30,29.765,135,126.002
10.31,30,29.885,135,126.344
10.33,30,30.078,135,126.529
10.35,30,30.189,135,126.705
10.37,30,30.227,135,126.896
10.39,30,30.282,135,127.059
10.41,30,30.371,135,126.893
10.43,30,30.382,135,126.736
10.45,30,30.351,135,126.882
10.47,30,30.381,135,126.928
10.49,30,30.457,135,126.842
10.51,30,30.485,135,126.803
10.53,30,30.403,135,127.053
10.55,30,30.295,135,127.411
10.57,30,30.338,135,127.528
10.59,30,30.397,135,127.468
10.61,30,30.315,135,127.732
10.63,30,30.281,135,127.827
10.65,30,30.286,135,127.519
10.67,30,30.215,135,127.463
10.69,30,30.124,135,127.512
10.71,30,30.068,135,127.471
10.73,30,30.124,135,127.346
10.76,30,30.13,135,127.356
10.78,30,30.076,135,127.68
10.8,30,30.093,135,127.826
10.82,30,30.099,135,127.751
10.84,30,29.965,135,127.815
10.86,30,29.874,135,128.001
10.88,30,29.953,135,128.138
10.9,30,29.986,135,127.93
10.92,30,29.908,135,127.688
10.94,30,29.825,135,127.561
10.96,30,29.832,135,127.402
10.98,30,29.887,135,127.013
11,30,29.832,135,126.784
11.02,30,29.75,135,126.969
11.04,30,29.698,135,127.197
11.06,30,29.618,135,127.392
11.08,30,29.52,135,127.668
11.1,30,29.554,135,127.848
11.12,30,29.676,135,127.888
11.14,30,29.669,135,128.093
11.16,30,29.665,135,128.478
11.18,30,29.796,135,128.689
11.2,30,29.984,135,128.598
11.22,30,29.949,135,128.615
11.24,30,29.924,135,128.877
11.26,30,29.987,135,128.97
11.28,30,30.036,135,128.538
11.3,30,30.116,135,128.09
11.32,30,30.137,135,127.881
11.34,30,30.104,135,127.686
11.36,30,30.138,135,127.16
11.39,30,30.116,135,126.821
11.41,30,30.03,135,126.633
11.43,30,29.987,135,127.01
11.45,30,29.955,135,127.332
11.47,30,29.923,135,127.747
11.49,30,29.869,135,128.369
11.51,30,29.904,135,128.823
11.53,30,29.967,135,128.86
11.55,30,29.957,135,128.555
11.57,30,29.931,135,128.176
11.59,30,29.877,135,128.029
11.61,30,29.92,135,127.903
11.63,30,30.096,135,127.57
11.65,30,30.014,135,127.472
11.67,30,29.922,135,127.497
11.69,30,29.959,135,127.63
11.71,30,30.083,135,127.797
11.73,30,30.155,135,127.906
11.75,30,30.174,135,127.991
11.77,30,30.134,135,128.056
11.79,30,30.094,135,128.105
11.81,30,30.016,135,128.039
11.83,30,30.044,135,127.837
11.85,30,30.035,135,127.738
11.87,30,29.944,135,127.78
11.89,30,29.916,135,127.704
11.91,30,29.975,135,127.58
11.93,30,29.913,135,127.879
11.95,30,29.847,135,128.249
11.97,30,29.951,135,128.829
11.99,30,30.084,135,129.045
12.02,30,30.108,135,129.092
12.04,30,30.014,135,129.659
12.06,30,30.111,135,130.013
12.08,30,30.23,135,129.963
12.1,30,30.209,135,129.997
12.12,30,30.139,135,130.226
12.14,30,30.165,135,130.22
12.16,30,30.229,135,130.03
12.18,30,30.224,135,129.989
12.2,30,30.114,135,130.077
12.22,30,30.052,135,129.989
12.24,30,30.02,135,129.903
12.26,30,29.949,135,129.969
12.28,30,29.924,135,130.122
12.3,30,29.992,135,130.049
12.32,30,30.064,135,129.877
12.34,30,30.012,135,129.919
12.36,30,29.942,135,129.83
12.38,30,29.922,135,129.656
12.4,30,29.931,135,129.547
12.42,30,29.94,135,129.444
12.44,30,29.947,135,129.195
12.46,30,29.984,135,128.937
12.48,30,30.078,135,128.715
12.5,30,30.17,135,128.533
12.52,30,30.149,135,128.367
12.54,30,30.057,135,128.207
12.56,30,29.96,135,128.374
12.58,30,29.948,135,128.614
12.6,30,29.934,135,128.725
12.63,30,29.734,135,128.839
12.65,30,29.523,135,129.046
12.67,30,29.518,135,129.375
12.69,30,29.67,135,129.243
12.71,30,29.626,135,129.059
12.73,30,29.547,135,129.128
12.75,30,29.654,135,128.678
12.77,30,29.638,135,128.481
12.79,30,29.601,135,128.408
12.81,30,29.669,135,128.226
12.83,30,29.756,135,128.552
12.85,30,29.811,135,128.974
12.87,30,29.784,135,129.594
12.89,30,29.694,135,130.274
12.91,30,29.69,135,130.699
12.93,30,29.759,135,130.909
12.95,30,29.736,135,130.945
12.97,30,29.68,135,130.894
12.99,30,29.754,135,130.647
13.01,30,29.882,135,130.145
13.03,30,29.83,135,129.851
13.05,30,29.794,135,129.686
13.07,30,29.812,135,129.6
13.09,30,29.868,135,129.603
13.11,30,29.918,135,129.606
13.13,30,29.888,135,129.703
13.15,30,29.903,135,129.873
13.17,30,29.991,135,129.82
13.19,30,30.018,135,129.905
13.21,30,30.023,135,130.057
13.23,30,30.136,135,130.139
13.26,30,30.319,135,130.117
13.28,30,30.415,135,130.024
13.3,30,30.33,135,130.184
13.32,30,30.371,135,130.29
13.34,30,30.502,135,130.212
13.36,30,30.534,135,130.062
