time,target_inclination,sensor_inclination,target_orientation,sensor_orientation
17.89,15,15.387,90,85.45
17.91,15,15.407,90,85.063
17.93,15,15.427,90,84.858
17.95,15,15.451,90,84.68
17.97,15,15.354,90,84.869
17.99,15,15.199,90,85.298
18.01,15,15.084,90,85.639
18.03,15,15.046,90,86.243
18.05,15,15.097,90,86.964
18.07,15,15.078,90,87.718
18.09,15,14.959,90,88.343
18.11,15,14.879,90,88.811
18.13,15,14.913,90,89.275
18.15,15,14.839,90,89.75
18.17,15,14.699,90,90.014
18.19,15,14.715,90,89.856
18.21,15,14.739,90,90.113
18.23,15,14.678,90,90.57
18.25,15,14.54,90,91.028
18.27,15,14.442,90,91.415
18.29,15,14.526,90,91.929
18.31,15,14.567,90,92.397
18.33,15,14.477,90,92.505
18.35,15,14.394,90,92.617
18.37,15,14.54,90,92.417
18.39,15,14.584,90,91.842
18.41,15,14.582,90,91.615
18.43,15,14.722,90,91.501
18.45,15,14.89,90,91.581
18.47,15,14.866,90,91.48
18.5,15,14.754,90,91.246
18.52,15,14.737,90,90.958
18.54,15,14.779,90,90.736
18.56,15,14.723,90,90.539
18.58,15,14.603,90,90.148
18.6,15,14.612,90,89.804
18.62,15,14.779,90,89.569
18.64,15,14.866,90,89.1
18.66,15,14.895,90,88.477
18.68,15,15.006,90,88.166
18.7,15,15.139,90,88.135
18.72,15,15.198,90,87.994
18.74,15,15.203,90,87.516
18.76,15,15.352,90,87.034
18.78,15,15.624,90,86.676
18.8,15,15.658,90,86.203
18.82,15,15.64,90,85.775
18.84,15,15.699,90,85.675
18.86,15,15.751,90,85.755
18.88,15,15.709,90,85.974
18.9,15,15.451,90,86.301
18.92,15,15.331,90,86.584
18.94,15,15.389,90,86.848
18.96,15,15.318,90,87.227
18.98,15,15.239,90,87.396
19,15,15.142,90,87.11
19.03,15,15.033,90,87.101
19.05,15,15.009,90,87.608
19.07,15,14.903,90,87.372
19.09,15,14.829,90,87.08
19.11,15,14.774,90,86.955
19.13,15,14.579,90,87.036
19.15,15,14.443,90,87.329
19.17,15,14.418,90,88.008
19.19,15,14.336,90,88.61
19.21,15,14.287,90,89.093
19.23,15,14.283,90,89.701
19.25,15,14.334,90,89.939
19.27,15,14.466,90,89.145
19.29,15,14.651,90,88.185
19.31,15,14.879,90,87.408
19.33,15,14.998,90,86.86
19.35,15,15.057,90,86.561
19.37,15,15.171,90,86.207
19.39,15,15.171,90,86.43
19.41,15,15.053,90,87.065
19.43,15,14.878,90,87.732
19.45,15,14.781,90,88.165
19.47,15,14.762,90,88.486
19.49,15,14.74,90,88.743
19.51,15,14.706,90,88.944
19.53,15,14.719,90,88.781
19.55,15,14.831,90,88.42
19.57,15,14.925,90,87.835
19.59,15,14.949,90,87.572
19.61,15,14.991,90,87.526
19.63,15,14.977,90,87.747
19.65,15,14.986,90,88.038
19.67,15,15.014,90,88.367
19.69,15,15.029,90,88.78
19.72,15,15.022,90,88.864
19.74,15,14.951,90,88.946
19.76,15,14.974,90,88.976
19.78,15,15.049,90,88.901
19.8,15,15.005,90,89.114
19.82,15,14.923,90,89.601
19.84,15,14.885,90,89.53
19.86,15,14.852,90,89.265
19.88,15,14.867,90,89.403
19.9,15,14.786,90,89.387
19.92,15,14.802,90,89.195
19.94,15,14.924,90,89.197
19.96,15,15.001,90,89.476
19.98,15,15.062,90,89.797
20,15,15.094,90,89.935
0,30,15.141,90,89.898
0.02,30,15.253,90,89.598
0.04,30,15.394,90,89.106
0.06,30,15.56,90,88.931
0.08,30,15.645,90,89.132
0.1,30,15.708,90,89.203
0.12,30,15.79,90,89.129
0.14,30,15.698,90,88.824
0.16,30,15.599,90,88.647
0.18,30,15.577,90,88.518
0.2,30,15.516,90,88.447
0.22,30,15.416,90,88.534
0.24,30,15.348,90,88.646
0.26,30,15.377,90,88.84
0.28,30,15.265,90,89.194
0.3,30,15.033,90,89.846
0.33,30,14.938,90,90.925
0.35,30,14.946,90,92.055
0.37,30,14.869,90,92.509
0.39,30,14.753,90,92.226
0.41,30,14.809,90,91.396
0.43,30,15.078,90,90.869
0.45,30,15.143,90,90.423
0.47,30,15.3,90,89.911
0.49,30,15.475,90,89.567
0.51,30,15.664,90,89.561
0.53,30,15.712,90,89.657
0.55,30,15.617,90,89.748
0.57,30,15.539,90,90.107
0.59,30,15.535,90,90.669
0.61,30,15.61,90,90.85
0.63,30,15.665,90,90.727
0.65,30,15.729,90,90.379
0.67,30,16.036,90,89.78
0.69,30,16.329,90,89.225
0.71,30,16.479,90,88.838
0.73,30,16.666,90,88.282
0.75,30,16.859,90,87.816
0.77,30,16.949,90,87.645
0.79,30,16.934,90,87.312
0.81,30,16.837,90,86.741
0.83,30,16.773,90,86.221
0.85,30,16.742,90,86.029
0.87,30,16.758,90,86.451
0.89,30,16.783,90,86.774
0.92,30,17.102,90,87.348
0.94,30,17.273,90,87.497
0.96,30,17.342,90,87.407
0.98,30,17.431,90,87.394
1,30,17.5,90,87.356
1.02,30,17.645,90,87.35
1.04,30,17.795,90,87.353
1.06,30,17.935,90,87.251
1.08,30,18.292,90,87.167
1.1,30,18.533,90,87.218
1.12,30,18.711,90,87.093
1.14,30,19.013,90,87.038
1.16,30,19.281,90,87.153
1.18,30,19.544,90,87.274
1.2,30,19.874,90,86.935
1.22,30,20.171,90,86.44
1.24,30,20.483,90,86.009
1.26,30,20.78,90,85.744
1.28,30,20.96,90,85.338
1.3,30,21.136,90,85.017
1.32,30,21.34,90,84.794
1.34,30,21.496,90,84.934
1.36,30,21.771,90,85.277
1.38,30,21.948,90,85.443
1.4,30,22.188,90,85.953
1.42,30,22.457,90,86.351
1.44,30,22.622,90,86.563
1.46,30,22.697,90,86.878
1.48,30,22.899,90,87.255
1.5,30,23.04,90,87.409
1.52,30,23.046,90,86.806
1.54,30,22.732,90,85.921
1.57,30,22.514,90,85.098
1.59,30,23.106,90,84.161
1.61,30,23.834,90,84.017
1.63,30,24.804,90,84.485
1.65,30,25.276,90,84.456
1.67,30,25.239,90,84.081
1.69,30,25.48,90,84.232
1.71,30,25.867,90,84.759
1.73,30,26.068,90,85.121
1.75,30,26.132,90,85.209
1.77,30,26.13,90,85.503
1.79,30,26.218,90,85.705
1.81,30,26.355,90,85.653
1.83,30,26.579,90,85.54
1.85,30,26.946,90,85.458
1.87,30,27.231,90,85.321
1.89,30,27.397,90,85.076
1.91,30,27.541,90,84.8
1.93,30,27.701,90,84.715
1.95,30,27.781,90,84.851
1.97,30,27.803,90,85.053
1.99,30,27.775,90,85.268
2.01,30,27.772,90,85.466
2.03,30,27.806,90,85.655
2.05,30,27.84,90,85.831
2.07,30,27.938,90,85.952
2.09,30,28.198,90,85.924
2.11,30,28.358,90,85.971
2.13,30,28.519,90,86.096
2.15,30,28.613,90,86.068
2.17,30,28.649,90,85.921
2.19,30,28.691,90,85.787
2.22,30,28.833,90,85.884
2.24,30,29,90,85.984
2.26,30,29.111,90,85.849
2.28,30,29.132,90,85.712
2.3,30,29.246,90,85.757
2.32,30,29.352,90,85.778
2.34,30,29.394,90,85.695
2.36,30,29.496,90,85.647
2.38,30,29.589,90,85.783
2.4,30,29.658,90,85.835
2.42,30,29.696,90,85.826
2.44,30,29.793,90,85.843
2.46,30,29.979,90,85.743
2.48,30,30.193,90,85.594
2.5,30,30.398,90,85.441
2.52,30,30.643,90,85.172
2.54,30,30.855,90,85.005
2.56,30,31.1,90,85.019
2.58,30,31.232,90,85.099
2.6,30,31.146,90,85.217
2.62,30,30.885,90,85.309
2.64,30,30.705,90,85.54
2.66,30,30.612,90,85.693
2.68,30,30.469,90,85.754
2.7,30,30.508,90,85.833
2.72,30,30.68,90,85.809
2.74,30,30.839,90,85.686
2.76,30,30.984,90,85.502
2.78,30,31.224,90,85.402
2.8,30,31.457,90,85.401
2.83,30,31.668,90,85.349
2.85,30,31.781,90,85.272
2.87,30,31.87,90,85.227
2.89,30,31.97,90,85.268
2.91,30,32.029,90,85.285
2.93,30,32.082,90,85.206
2.95,30,31.964,90,85.175
2.97,30,31.832,90,85.295
2.99,30,31.687,90,85.302
3.01,30,31.452,90,85.177
3.03,30,31.285,90,85.182
3.05,30,31.319,90,85.327
3.07,30,31.356,90,85.27
3.09,30,31.373,90,85.059
3.11,30,31.545,90,85.045
3.13,30,31.756,90,85.005
3.15,30,31.778,90,84.687
3.17,30,31.888,90,84.603
3.19,30,32.051,90,84.761
3.21,30,32.106,90,84.789
3.23,30,32.066,90,84.69
3.25,30,32.018,90,84.728
3.27,30,32.075,90,84.881
3.29,30,32.109,90,84.991
3.31,30,32.065,90,84.971
3.33,30,32.055,90,85.059
3.35,30,32.091,90,85.248
3.37,30,32.043,90,85.179
3.39,30,31.971,90,85.013
3.41,30,31.959,90,85.029
3.43,30,32.029,90,85.046
3.45,30,32.105,90,84.973
3.48,30,32.129,90,84.978
3.5,30,32.097,90,85.136
3.52,30,31.941,90,85.294
3.54,30,31.792,90,85.378
3.56,30,31.736,90,85.427
3.58,30,31.667,90,85.609
3.6,30,31.599,90,85.802
3.62,30,31.599,90,85.793
3.64,30,31.594,90,85.593
3.66,30,31.676,90,85.519
3.68,30,31.945,90,85.6
3.7,30,31.944,90,85.482
3.72,30,31.912,90,85.302
3.74,30,31.965,90,85.276
3.76,30,31.943,90,85.3
3.78,30,31.892,90,85.178
3.8,30,31.881,90,84.993
3.82,30,31.898,90,84.938
3.84,30,31.914,90,85.04
3.86,30,31.944,90,85.034
3.88,30,31.954,90,84.735
3.9,30,32.113,90,84.631
3.92,30,32.246,90,84.644
3.94,30,32.297,90,84.536
3.96,30,32.305,90,84.315
3.98,30,32.322,90,84.363
4,30,32.308,90,84.457
4.02,30,32.192,90,84.464
4.04,30,32.008,90,84.287
4.06,30,32.005,90,84.403
4.09,30,32.073,90,84.588
4.11,30,32.113,90,84.63
4.13,30,32.059,90,84.64
4.15,30,31.903,90,84.842
4.17,30,31.774,90,85.1
4.19,30,31.653,90,85.257
4.21,30,31.549,90,85.281
4.23,30,31.454,90,85.394
4.25,30,31.35,90,85.392
4.27,30,31.353,90,85.353
4.29,30,31.39,90,85.359
4.31,30,31.539,90,85.504
4.33,30,31.64,90,85.499
4.35,30,31.579,90,85.477
4.37,30,31.629,90,85.517
4.39,30,31.565,90,85.462
4.41,30,31.275,90,85.35
4.43,30,31.121,90,85.409
4.45,30,30.978,90,85.49
4.47,30,30.803,90,85.48
4.49,30,30.701,90,85.433
4.51,30,30.674,90,85.39
4.53,30,30.85,90,85.253
4.55,30,31.065,90,85.079
4.57,30,31.232,90,84.898
4.59,30,31.45,90,84.793
4.61,30,31.7,90,84.817
4.63,30,31.674,90,84.86
4.65,30,31.502,90,84.959
4.67,30,31.362,90,85.154
4.69,30,31.296,90,85.43
4.71,30,31.263,90,85.586
4.74,30,31.22,90,85.667
4.76,30,31.235,90,85.92
4.78,30,31.227,90,85.946
4.8,30,31.177,90,85.903
4.82,30,31.146,90,85.979
4.84,30,31.232,90,86.084
4.86,30,31.186,90,86.117
4.88,30,31.219,90,86.224
4.9,30,31.281,90,86.303
4.92,30,31.361,90,86.13
4.94,30,31.372,90,85.943
4.96,30,31.5,90,85.89
4.98,30,31.614,90,85.909
5,30,31.629,90,85.799
5.02,30,31.645,90,85.662
5.04,30,31.692,90,85.424
5.06,30,31.797,90,85.245
5.08,30,32.012,90,85.076
5.1,30,32.157,90,84.908
5.12,30,32.271,90,84.875
5.14,30,32.393,90,84.963
5.16,30,32.325,90,84.923
5.18,30,31.976,90,85.121
5.2,30,31.854,90,85.405
5.22,30,31.603,90,85.51
5.24,30,31.356,90,85.524
5.26,30,31.233,90,85.607
5.28,30,31.101,90,85.681
5.3,30,30.978,90,85.666
5.32,30,30.887,90,85.718
5.34,30,30.857,90,85.77
5.36,30,30.818,90,85.846
5.38,30,30.782,90,86.004
5.41,30,30.741,90,86.036
5.43,30,30.773,90,85.773
5.45,30,30.914,90,85.494
5.47,30,31.151,90,85.365
5.49,30,31.363,90,85.24
5.51,30,31.422,90,85.135
5.53,30,31.476,90,85.119
5.55,30,31.424,90,85.227
5.57,30,31.187,90,85.362
5.59,30,31.026,90,85.433
5.61,30,30.89,90,85.479
5.63,30,30.778,90,85.599
5.65,30,30.758,90,85.753
5.67,30,30.851,90,85.91
5.69,30,31.007,90,85.906
5.71,30,31.169,90,85.81
5.73,30,31.248,90,85.766
5.75,30,31.369,90,85.68
5.77,30,31.401,90,85.566
5.79,30,31.368,90,85.603
5.81,30,31.284,90,85.753
5.83,30,30.959,90,85.838
5.85,30,30.624,90,85.824
5.87,30,30.416,90,85.814
5.89,30,30.232,90,85.845
5.91,30,30.111,90,85.818
5.93,30,30.055,90,85.751
5.95,30,30.192,90,85.955
5.97,30,30.371,90,86.061
5.99,30,30.445,90,86.033
6.01,30,30.612,90,86.04
6.04,30,30.717,90,86.122
6.06,30,30.728,90,86.122
6.08,30,30.738,90,86.119
6.1,30,30.746,90,86.139
6.12,30,30.78,90,86.177
6.14,30,30.801,90,86.173
6.16,30,30.732,90,86.136
6.18,30,30.732,90,86.096
6.2,30,30.8,90,86.094
6.22,30,30.741,90,86.081
6.24,30,30.738,90,86.041
6.26,30,30.675,90,85.972
6.28,30,30.602,90,85.942
6.3,30,30.746,90,85.968
6.32,30,30.634,90,85.864
6.34,30,30.535,90,85.806
6.36,30,30.777,90,85.914
6.38,30,30.899,90,86.153
6.4,30,30.918,90,86.155
6.42,30,30.877,90,86.057
6.44,30,30.848,90,86.034
6.46,30,30.803,90,86.036
6.48,30,30.782,90,85.949
6.5,30,30.741,90,85.867
6.52,30,30.727,90,85.863
6.54,30,30.746,90,85.881
6.56,30,30.645,90,85.888
6.58,30,30.615,90,85.89
6.6,30,30.652,90,85.844
6.62,30,30.46,90,85.679
6.64,30,30.406,90,85.68
6.67,30,30.438,90,85.558
6.69,30,30.389,90,85.519
6.71,30,30.244,90,85.504
6.73,30,30.082,90,85.602
6.75,30,29.819,90,85.798
6.77,30,29.707,90,85.887
6.79,30,29.555,90,86.037
6.81,30,29.447,90,86.135
6.83,30,29.342,90,86.146
6.85,30,29.303,90,86.109
6.87,30,29.347,90,86.117
6.89,30,29.427,90,86.168
6.91,30,29.524,90,86.17
6.93,30,29.624,90,86.257
6.95,30,29.807,90,86.338
6.97,30,30.052,90,86.156
6.99,30,30.279,90,85.898
7.01,30,30.503,90,85.721
7.03,30,30.75,90,85.66
7.05,30,30.925,90,85.599
7.07,30,31.013,90,85.525
7.09,30,30.989,90,85.533
7.11,30,30.858,90,85.724
7.13,30,30.739,90,85.971
7.15,30,30.681,90,86.134
7.17,30,30.526,90,86.228
7.19,30,30.42,90,86.292
7.21,30,30.289,90,86.229
7.23,30,30.255,90,86.146
7.25,30,30.481,90,86.226
7.27,30,30.548,90,86.267
7.29,30,30.624,90,86.244
7.32,30,30.642,90,86.292
7.34,30,30.562,90,86.354
7.36,30,30.395,90,86.402
7.38,30,30.12,90,86.524
7.4,30,29.903,90,86.808
7.42,30,29.802,90,86.992
7.44,30,29.625,90,87.023
7.46,30,29.454,90,87.092
7.48,30,29.504,90,87.208
7.5,30,29.724,90,87.076
7.52,30,30.12,90,86.74
7.54,30,30.365,90,86.617
7.56,30,30.535,90,86.586
7.58,30,30.663,90,86.414
7.6,30,30.726,90,86.263
7.62,30,30.592,90,86.326
7.64,30,30.388,90,86.389
7.66,30,30.223,90,86.526
7.68,30,30.031,90,86.784
7.7,30,29.96,90,87.031
7.72,30,29.966,90,87.131
7.74,30,29.969,90,87.221
7.76,30,30.014,90,87.353
7.78,30,29.955,90,87.379
7.8,30,29.945,90,87.347
7.82,30,29.996,90,87.425
7.84,30,29.994,90,87.526
7.86,30,29.994,90,87.5
7.88,30,30.069,90,87.325
7.9,30,30.193,90,87.122
7.92,30,30.356,90,86.952
7.94,30,30.441,90,86.82
7.97,30,30.514,90,86.748
7.99,30,30.478,90,86.745
8.01,30,30.374,90,86.762
8.03,30,30.343,90,86.798
8.05,30,30.388,90,86.985
8.07,30,30.327,90,87.073
8.09,30,30.271,90,87.117
8.11,30,30.274,90,87.24
8.13,30,30.325,90,87.27
8.15,30,30.35,90,87.133
8.17,30,30.379,90,87.013
8.19,30,30.456,90,86.818
8.21,30,30.418,90,86.766
8.23,30,30.409,90,86.884
8.25,30,30.448,90,87.062
8.27,30,30.301,90,87.111
8.29,30,30.172,90,87.145
8.31,30,30.259,90,87.239
8.33,30,30.066,90,87.331
8.35,30,29.942,90,87.251
8.37,30,29.914,90,87.026
8.39,30,29.955,90,86.848
8.41,30,30.089,90,86.654
8.43,30,30.237,90,86.427
8.45,30,30.267,90,86.291
8.47,30,30.462,90,86.261
8.49,30,30.448,90,86.313
8.51,30,30.22,90,86.554
8.53,30,30.071,90,86.904
8.55,30,29.863,90,87.225
8.57,30,29.687,90,87.469
8.59,30,29.491,90,87.579
8.61,30,29.309,90,87.708
8.64,30,29.328,90,87.686
8.66,30,29.409,90,87.527
8.68,30,29.428,90,87.364
8.7,30,29.616,90,87.349
8.72,30,29.774,90,87.273
8.74,30,29.818,90,87.196
8.76,30,29.902,90,87.205
8.78,30,29.967,90,87.138
8.8,30,30.059,90,86.991
8.82,30,30.243,90,86.858
8.84,30,30.324,90,86.788
8.86,30,30.376,90,86.662
8.88,30,30.427,90,86.497
8.9,30,30.298,90,86.492
8.92,30,30.379,90,86.465
8.94,30,30.433,90,86.505
8.96,30,30.427,90,86.665
8.98,30,30.325,90,86.709
9,30,30.195,90,86.769
9.02,30,30.17,90,86.789
9.04,30,30.117,90,86.689
9.06,30,30.188,90,86.799
9.08,30,30.317,90,87.137
9.1,30,30.268,90,87.228
9.12,30,30.247,90,87.242
9.14,30,30.227,90,87.455
9.16,30,30.094,90,87.732
9.18,30,29.929,90,88.034
9.2,30,29.848,90,88.397
9.22,30,29.778,90,88.705
9.24,30,29.656,90,88.852
9.27,30,29.551,90,88.791
9.29,30,29.547,90,88.695
9.31,30,29.594,90,88.595
9.33,30,29.622,90,88.425
9.35,30,29.615,90,88.252
9.37,30,29.619,90,88.123
9.39,30,29.618,90,87.973
9.41,30,29.581,90,87.914
9.43,30,29.554,90,87.935
9.45,30,29.546,90,88.028
9.47,30,29.468,90,88.175
9.49,30,29.465,90,88.284
9.51,30,29.5,90,88.278
9.53,30,29.478,90,88.367
9.55,30,29.581,90,88.45
9.57,30,29.627,90,88.37
9.59,30,29.685,90,88.354
9.61,30,29.814,90,88.312
9.63,30,29.865,90,88.303
9.65,30,29.925,90,88.29
9.67,30,30.034,90,88.214
9.69,30,30.037,90,88.206
9.71,30,30.081,90,88.182
9.73,30,30.241,90,88.136
9.75,30,30.205,90,88.099
9.77,30,30.188,90,87.985
9.79,30,30.145,90,87.958
9.81,30,30.103,90,87.928
9.83,30,30.117,90,87.769
9.85,30,29.967,90,87.551
9.87,30,29.885,90,87.459
9.9,30,29.869,90,87.513
9.92,30,29.757,90,87.544
9.94,30,29.594,90,87.547
9.96,30,29.4,90,87.698
9.98,30,29.35,90,88.027
10,30,29.331,90,88.238
10.02,30,29.376,90,88.421
10.04,30,29.316,90,88.631
10.06,30,29.491,90,88.71
10.08,30,29.64,90,88.723
10.1,30,29.774,90,88.6
10.12,30,29.946,90,88.527
10.14,30,30.021,90,88.587
10.16,30,30.119,90,88.524
10.18,30,30.174,90,88.46
10.2,30,30.074,90,88.441
10.22,30,30.169,90,88.363
10.24,30,30.173,90,88.28
10.26,30,30.05,90,88.101
10.28,30,30.056,90,88.125
10.3,30,30.035,90,88.299
10.32,30,30.004,90,88.328
10.34,30,29.979,90,88.352
10.36,30,29.811,90,88.557
10.38,30,29.707,90,88.596
10.4,30,29.601,90,88.542
10.42,30,29.515,90,88.574
10.44,30,29.565,90,88.514
10.46,30,29.628,90,88.204
10.48,30,29.821,90,88.043
10.5,30,30.062,90,87.994
10.52,30,30.205,90,87.933
10.55,30,30.281,90,87.774
10.57,30,30.216,90,87.708
10.59,30,30.042,90,87.815
10.61,30,29.843,90,87.949
10.63,30,29.698,90,88.096
10.65,30,29.665,90,88.19
10.67,30,29.635,90,88.218
10.69,30,29.533,90,88.353
10.71,30,29.555,90,88.474
10.73,30,29.586,90,88.562
10.75,30,29.495,90,88.701
10.77,30,29.514,90,88.818
10.79,30,29.546,90,88.964
10.81,30,29.627,90,88.95
10.83,30,29.781,90,88.81
10.85,30,29.863,90,88.644
10.87,30,29.916,90,88.395
10.89,30,29.97,90,88.169
10.91,30,30.029,90,88.006
10.93,30,30.125,90,87.882
10.95,30,30.12,90,87.808
10.97,30,30.126,90,87.739
10.99,30,30.175,90,87.707
11.01,30,30.171,90,87.675
11.03,30,30.226,90,87.666
11.05,30,30.297,90,87.703
11.07,30,30.356,90,87.765
11.09,30,30.33,90,87.946
11.11,30,30.308,90,88.166
11.13,30,30.301,90,88.339
11.15,30,30.197,90,88.468
11.18,30,30.149,90,88.573
11.2,30,30.149,90,88.654
11.22,30,30.069,90,88.774
11.24,30,29.952,90,88.968
11.26,30,29.805,90,89.172
11.28,30,29.687,90,89.277
11.3,30,29.635,90,89.321
11.32,30,29.614,90,89.394
11.34,30,29.812,90,89.139
11.36,30,30.031,90,88.775
11.38,30,30.31,90,88.473
11.4,30,30.615,90,88.26
11.42,30,30.78,90,88.055
11.44,30,30.86,90,87.754
11.46,30,30.81,90,87.553
11.48,30,30.423,90,87.679
11.5,30,30.129,90,87.949
11.52,30,29.828,90,88.14
11.54,30,29.667,90,88.327
11.56,30,29.577,90,88.57
11.58,30,29.551,90,88.922
11.6,30,29.653,90,88.909
11.62,30,29.77,90,88.612
11.64,30,30.012,90,88.622
11.66,30,30.233,90,88.615
11.68,30,30.217,90,88.423
11.7,30,30.243,90,88.26
11.72,30,30.333,90,88.371
11.74,30,30.37,90,88.537
11.76,30,30.367,90,88.538
11.78,30,30.315,90,88.539
11.81,30,30.297,90,88.611
11.83,30,30.344,90,88.58
11.85,30,30.275,90,88.445
11.87,30,30.259,90,88.497
11.89,30,30.427,90,88.712
11.91,30,30.4,90,88.73
11.93,30,30.297,90,88.735
11.95,30,30.325,90,88.84
11.97,30,30.275,90,88.801
11.99,30,30.208,90,88.633
12.01,30,30.259,90,88.501
12.03,30,30.284,90,88.454
12.05,30,30.26,90,88.33
12.07,30,30.313,90,88.202
12.09,30,30.395,90,88.171
12.11,30,30.388,90,88.23
12.13,30,30.046,90,88.373
12.15,30,29.788,90,88.503
12.17,30,29.695,90,88.65
12.19,30,29.609,90,88.866
12.21,30,29.495,90,88.925
12.23,30,29.464,90,88.952
12.25,30,29.667,90,88.771
12.27,30,29.792,90,88.489
12.29,30,29.92,90,88.263
12.31,30,30.096,90,88.133
12.33,30,30.213,90,88.001
12.35,30,30.169,90,87.978
12.37,30,29.98,90,88.243
12.39,30,29.805,90,88.505
12.42,30,29.641,90,88.719
12.44,30,29.508,90,89.036
12.46,30,29.391,90,89.277
12.48,30,29.249,90,89.36
12.5,30,29.26,90,89.261
12.52,30,29.383,90,89.158
12.54,30,29.554,90,89.025
12.56,30,29.669,90,88.832
12.58,30,29.755,90,88.718
12.6,30,29.938,90,88.796
12.62,30,30.108,90,88.936
12.64,30,30.039,90,88.947
12.66,30,29.972,90,88.975
12.68,30,29.939,90,89.115
12.7,30,29.944,90,89.237
12.72,30,29.975,90,89.208
12.74,30,29.948,90,89.144
12.76,30,29.903,90,89.126
12.78,30,29.806,90,89.014
12.8,30,29.667,90,88.878
12.82,30,29.622,90,88.847
12.84,30,29.563,90,88.772
12.86,30,29.501,90,88.667
12.88,30,29.516,90,88.588
12.9,30,29.619,90,88.507
12.92,30,29.747,90,88.454
12.94,30,29.834,90,88.432
12.96,30,29.894,90,88.496
12.98,30,29.902,90,88.506
13,30,29.932,90,88.455
13.02,30,29.913,90,88.579
13.04,30,29.897,90,88.72
13.06,30,29.839,90,88.665
13.09,30,29.74,90,88.717
13.11,30,29.728,90,88.893
13.13,30,29.68,90,88.908
13.15,30,29.61,90,88.83
13.17,30,29.741,90,88.906
13.19,30,29.797,90,88.982
13.21,30,29.789,90,88.924
13.23,30,29.831,90,88.81
13.25,30,29.838,90,88.818
13.27,30,29.789,90,88.944
13.29,30,29.733,90,89.085
13.31,30,29.705,90,89.277
13.33,30,29.646,90,89.557
13.35,30,29.578,90,89.754
13.37,30,29.529,90,89.787
13.39,30,29.436,90,89.713
13.41,30,29.518,90,89.777
13.43,30,29.571,90,89.8
13.45,30,29.584,90,89.751
13.47,30,29.575,90,89.602
13.49,30,29.588,90,89.525
13.51,30,29.639,90,89.467
13.53,30,29.677,90,89.457
13.55,30,29.607,90,89.402
13.57,30,29.642,90,89.386
13.59,30,29.656,90,89.394
13.61,30,29.689,90,89.297
13.63,30,29.67,90,89.145
13.65,30,29.609,90,88.987
13.67,30,29.64,90,88.844
13.69,30,29.778,90,88.659
13.72,30,29.893,90,88.576
13.74,30,30.033,90,88.493
13.76,30,30.085,90,88.359
13.78,30,30.079,90,88.261
13.8,30,30.064,90,88.237
13.82,30,30.126,90,88.377
13.84,30,30.165,90,88.457
13.86,30,30.177,90,88.52
13.88,30,30.2,90,88.597
13.9,30,30.209,90,88.64
13.92,30,30.103,90,88.562
13.94,30,29.994,90,88.542
13.96,30,30.025,90,88.67
13.98,30,30.079,90,88.832
14,30,30.129,90,88.955
14.02,30,30.156,90,89.011
14.04,30,30.101,90,88.956
14.06,30,29.984,90,88.886
14.08,30,29.944,90,88.968
14.1,30,29.962,90,89.052
14.12,30,29.93,90,89.041
14.14,30,29.932,90,89.104
14.16,30,29.978,90,89.331
14.18,30,29.898,90,89.515
14.2,30,29.688,90,89.546
14.22,30,29.512,90,89.655
14.24,30,29.477,90,89.889
14.26,30,29.572,90,90.153
14.28,30,29.601,90,90.317
14.3,30,29.644,90,90.253
14.32,30,29.817,90,89.795
14.34,30,29.951,90,89.426
14.37,30,30.113,90,89.144
14.39,30,30.295,90,88.933
14.41,30,30.367,90,88.711
14.43,30,30.349,90,88.675
14.45,30,30.104,90,88.846
14.47,30,29.797,90,89.016
14.49,30,29.636,90,89.097
14.51,30,29.486,90,89.232
14.53,30,29.374,90,89.383
14.55,30,29.431,90,89.441
14.57,30,29.618,90,89.211
14.59,30,29.86,90,88.755
14.61,30,30.17,90,88.381
14.63,30,30.418,90,88.126
14.65,30,30.631,90,87.867
14.67,30,30.795,90,87.683
14.69,30,30.774,90,87.81
14.71,30,30.62,90,88.04
14.73,30,30.432,90,88.283
14.75,30,30.202,90,88.582
14.77,30,30.12,90,88.833
14.79,30,30.077,90,89.01
14.81,30,29.945,90,89.081
14.83,30,29.903,90,89.106
14.85,30,29.829,90,89.19
14.87,30,29.903,90,89.352
14.89,30,30.026,90,89.43
14.91,30,29.956,90,89.434
14.93,30,29.904,90,89.489
14.95,30,29.818,90,89.595
14.97,30,29.759,90,89.655
14.99,30,29.779,90,89.676
15.01,30,29.727,90,89.708
15.03,30,29.654,90,89.682
15.06,30,29.605,90,89.581
15.08,30,29.593,90,89.559
15.1,30,29.672,90,89.516
15.12,30,29.683,90,89.422
15.14,30,29.647,90,89.409
15.16,30,29.701,90,89.501
15.18,30,29.788,90,89.528
15.2,30,29.831,90,89.521
15.22,30,29.834,90,89.631
15.24,30,29.905,90,89.982
15.26,30,29.888,90,90.034
15.28,30,29.752,90,89.953
15.3,30,29.617,90,89.955
15.32,30,29.638,90,90.033
15.34,30,29.505,90,90.002
15.36,30,29.267,90,89.826
15.38,30,29.184,90,89.881
15.4,30,29.156,90,90.056
15.42,30,29.123,90,90.183
15.44,30,29.065,90,89.999
15.46,30,28.861,90,89.832
15.48,30,29.232,90,89.839
15.5,30,29.456,90,89.62
15.52,30,29.519,90,89.341
15.54,30,29.627,90,89.195
15.56,30,29.727,90,89.163
15.58,30,29.76,90,89.206
15.6,30,29.743,90,89.357
