time,target_inclination,sensor_inclination,target_orientation,sensor_orientation,sensor_orientation_fixed
0,10,4.28,90,0,0
0.02,10,4.32,90,0,0
0.04,10,6.51,90,0,0
0.06,10,6.53,90,0,0
0.08,10,6.52,90,0,0
0.1,10,6.55,90,0,0
0.12,10,6.6,90,0,0
0.14,10,6.59,90,0,0
0.16,10,6.54,90,0,0
0.18,10,6.51,90,0,0
0.2,10,6.48,90,0,0
0.22,10,6.42,90,0,0
0.24,10,6.38,90,0,0
0.26,10,6.35,90,0,0
0.28,10,6.34,90,0,0
0.3,10,6.36,90,0,0
0.32,10,6.38,90,0,0
0.34,10,6.41,90,0,0
0.36,10,6.44,90,0,0
0.38,10,6.48,90,0,0
0.4,10,6.55,90,0,0
0.42,10,6.59,90,0,0
0.44,10,6.53,90,0,0
0.46,10,6.47,90,0,0
0.48,10,6.4,90,0,0
0.51,10,6.32,90,0,0
0.53,10,6.27,90,0,0
0.55,10,6.2,90,0,0
0.57,10,6.1,90,0,0
0.59,10,6.13,90,0,0
0.61,10,6.15,90,0,0
0.63,10,6.15,90,0,0
0.65,10,6.07,90,0,0
0.67,10,6.09,90,0,0
0.69,10,6.12,90,0,0
0.71,10,6.12,90,0,0
0.73,10,6.1,90,0,0
0.75,10,6.05,90,0,0
0.77,10,5.95,90,0,0
0.79,10,5.98,90,0,0
0.81,10,5.98,90,0,0
0.83,10,5.96,90,0,0
0.85,10,5.91,90,0,0
0.87,10,5.88,90,0,0
0.89,10,5.85,90,0,0
0.91,10,5.84,90,0,0
0.93,10,5.84,90,0,0
0.95,10,5.83,90,0,0
0.97,10,5.86,90,0,0
0.99,10,5.87,90,0,0
1.01,10,5.84,90,0,0
1.03,10,5.8,90,0,0
1.06,10,5.81,90,0,0
1.08,10,5.84,90,0.4195,0.42
1.1,10,5.85,90,1.0603,1.06
1.12,10,5.86,90,2.1364,2.14
1.14,10,5.85,90,2.8279,2.83
1.16,10,5.82,90,3.3487,3.35
1.18,10,5.74,90,4.2859,4.29
1.2,10,5.62,90,4.5162,4.52
1.22,10,5.48,90,4.7293,4.73
1.24,10,5.34,90,5.4908,5.49
1.26,10,5.23,90,6.1692,6.17
1.28,10,5.15,90,6.9229,6.92
1.3,10,5.08,90,7.8112,7.81
1.32,10,5.03,90,8.7097,8.71
1.34,10,5.01,90,10.2947,10.29
1.36,10,5.01,90,12.2287,12.23
1.38,10,4.97,90,0,0
1.4,10,4.95,90,0,0
1.42,10,4.94,90,0,0
1.44,10,4.98,90,0,0
1.46,10,5.04,90,20.3947,20.39
1.48,10,5.11,90,21.8897,21.89
1.5,10,5.2,90,23.2587,23.26
1.52,10,5.3,90,24.7989,24.8
1.54,10,5.39,90,26.2254,26.23
1.56,10,5.49,90,27.9611,27.96
1.58,10,5.6,90,29.7566,29.76
1.6,10,5.68,90,30.7666,30.77
1.62,10,5.73,90,31.0875,31.09
1.65,10,5.81,90,32.2095,32.21
1.67,10,5.91,90,33.8748,33.87
1.69,10,5.98,90,34.5779,34.58
1.71,10,6.07,90,35.3588,35.36
1.73,10,6.16,90,36.7111,36.71
1.75,10,6.27,90,38.2412,38.24
1.77,10,6.31,90,39.0443,39.04
1.79,10,6.35,90,39.9501,39.95
1.81,10,6.45,90,41.3991,41.4
1.83,10,6.53,90,42.918,42.92
1.85,10,6.56,90,43.6754,43.68
1.87,10,6.6,90,44.2984,44.3
1.89,10,6.65,90,45.5515,45.55
1.91,10,6.73,90,46.7438,46.74
1.93,10,6.8,90,47.37,47.37
1.95,10,6.84,90,47.9846,47.98
1.97,10,6.97,90,49.4145,49.41
1.99,10,7.04,90,50.4432,50.44
2.01,10,7.09,90,50.9149,50.91
2.03,10,7.18,90,51.6528,51.65
2.05,10,7.29,90,52.8903,52.89
2.07,10,7.35,90,54.1443,54.14
2.09,10,7.32,90,55.1901,55.19
2.11,10,7.3,90,55.9617,55.96
2.13,10,7.38,90,57.2019,57.2
2.15,10,7.44,90,58.2633,58.26
2.17,10,7.46,90,58.792,58.79
2.19,10,7.57,90,59.5748,59.57
2.22,10,7.76,90,59.653,59.65
2.24,10,8.06,90,59.6154,59.62
2.26,10,8.38,90,59.5069,59.51
2.28,10,8.65,90,59.4847,59.48
2.3,10,8.92,90,59.732,59.73
2.32,10,9.09,90,59.9,59.9
2.34,10,8.97,90,59.2997,59.3
2.36,10,9.06,90,60.6288,60.63
2.38,10,9.22,90,62.8869,62.89
2.4,10,9.2,90,63.9872,63.99
2.42,10,9.17,90,64.9591,64.96
2.44,10,9.18,90,65.6551,65.66
2.46,10,9.2,90,66.2843,66.28
2.48,10,9.24,90,66.7147,66.71
2.5,10,9.28,90,66.9799,66.98
2.52,10,9.33,90,67.1957,67.2
2.54,10,9.39,90,67.3499,67.35
2.56,10,9.47,90,67.748,67.75
2.58,10,9.54,90,68.1301,68.13
2.6,10,9.5,90,68.3499,68.35
2.62,10,9.5,90,68.4872,68.49
2.64,10,9.54,90,68.7862,68.79
2.66,10,9.55,90,68.9756,68.98
2.68,10,9.59,90,69.2519,69.25
2.7,10,9.72,90,69.7049,69.7
2.72,10,9.78,90,70.0126,70.01
2.74,10,9.71,90,70.1947,70.19
2.76,10,9.68,90,70.4849,70.48
2.78,10,9.8,90,71.013,71.01
2.8,10,9.82,90,71.1508,71.15
2.83,10,9.82,90,71.2992,71.3
2.85,10,9.92,90,71.5439,71.54
2.87,10,10.15,90,71.4128,71.41
2.89,10,10.31,90,70.7701,70.77
2.91,10,10.46,90,70.3337,70.33
2.93,10,10.68,90,70.1035,70.1
2.95,10,10.84,90,69.7518,69.75
2.97,10,10.97,90,69.5756,69.58
2.99,10,11.03,90,69.8179,69.82
3.01,10,10.97,90,70.1953,70.2
3.03,10,10.84,90,71.0662,71.07
3.05,10,10.84,90,71.6853,71.69
3.07,10,10.88,90,72.168,72.17
3.09,10,10.85,90,72.4285,72.43
3.11,10,10.88,90,72.448,72.45
3.13,10,11.01,90,72.4441,72.44
3.15,10,11.09,90,72.2084,72.21
3.17,10,11.1,90,71.8309,71.83
3.19,10,11.15,90,71.7987,71.8
3.21,10,11.27,90,71.9899,71.99
3.23,10,11.26,90,72.1217,72.12
3.25,10,11.2,90,72.5748,72.57
3.27,10,11.11,90,73.0195,73.02
3.29,10,11.08,90,73.4659,73.47
3.31,10,11.04,90,73.7534,73.75
3.33,10,10.99,90,73.959,73.96
3.35,10,11,90,74.1233,74.12
3.37,10,11.13,90,74.0116,74.01
3.39,10,11.21,90,73.9869,73.99
3.41,10,11.29,90,73.7936,73.79
3.44,10,11.37,90,73.8562,73.86
3.46,10,11.43,90,73.9453,73.95
3.48,10,11.42,90,73.7324,73.73
3.5,10,11.43,90,73.7832,73.78
3.52,10,11.51,90,74.1709,74.17
3.54,10,11.58,90,74.1101,74.11
3.56,10,11.53,90,74.0858,74.09
3.58,10,11.52,90,74.1294,74.13
3.6,10,11.6,90,73.9287,73.93
3.62,10,11.65,90,73.9902,73.99
3.64,10,11.64,90,74.2932,74.29
3.66,10,11.63,90,74.5925,74.59
3.68,10,11.64,90,75.1864,75.19
3.7,10,11.62,90,75.7884,75.79
3.72,10,11.61,90,76.1116,76.11
3.74,10,11.51,90,76.526,76.53
3.76,10,11.42,90,76.5642,76.56
3.78,10,11.42,90,76.2995,76.3
3.8,10,11.52,90,76.3567,76.36
3.82,10,11.59,90,76.3355,76.34
3.84,10,11.65,90,76.1275,76.13
3.86,10,11.7,90,76.4261,76.43
3.88,10,11.75,90,76.5572,76.56
3.9,10,11.77,90,76.2833,76.28
3.92,10,11.75,90,76.3509,76.35
3.94,10,11.75,90,76.5488,76.55
3.96,10,11.8,90,76.3158,76.32
3.98,10,11.78,90,76.3156,76.32
4,10,11.83,90,76.2462,76.25
4.03,10,11.97,90,75.9093,75.91
4.05,10,12.12,90,75.8472,75.85
4.07,10,12.2,90,75.6786,75.68
4.09,10,12.3,90,75.3535,75.35
4.11,10,12.36,90,75.2645,75.26
4.13,10,12.39,90,75.2825,75.28
4.15,10,12.42,90,75.2434,75.24
4.17,10,12.24,90,75.9815,75.98
4.19,10,12.05,90,76.7207,76.72
4.21,10,11.97,90,77.0293,77.03
4.23,10,11.92,90,77.2664,77.27
4.25,10,11.9,90,77.5007,77.5
4.27,10,11.77,90,77.9523,77.95
4.29,10,11.65,90,78.2543,78.25
4.31,10,11.66,90,78.565,78.57
4.33,10,11.63,90,78.974,78.97
4.35,10,11.56,90,79.1241,79.12
4.37,10,11.58,90,79.2113,79.21
4.39,10,11.59,90,79.4062,79.41
4.41,10,11.58,90,79.4077,79.41
4.43,10,11.57,90,79.1096,79.11
4.45,10,11.52,90,79.5712,79.57
4.47,10,11.48,90,79.8571,79.86
4.49,10,11.53,90,79.5542,79.55
4.51,10,11.53,90,79.5691,79.57
4.53,10,11.5,90,79.619,79.62
4.55,10,11.59,90,79.0461,79.05
4.57,10,11.66,90,79.0056,79.01
4.6,10,11.73,90,79.1384,79.14
4.62,10,11.75,90,79.0405,79.04
4.64,10,11.79,90,78.8344,78.83
4.66,10,11.77,90,79.2492,79.25
4.68,10,11.68,90,79.5927,79.59
4.7,10,11.63,90,79.7391,79.74
4.72,10,11.58,90,80.0686,80.07
4.74,10,11.52,90,80.3661,80.37
4.76,10,11.47,90,80.5188,80.52
4.78,10,11.44,90,80.6843,80.68
4.8,10,11.42,90,80.7034,80.7
4.82,10,11.37,90,80.8077,80.81
4.84,10,11.33,90,80.9459,80.95
4.86,10,11.37,90,81.038,81.04
4.88,10,11.44,90,80.8899,80.89
4.9,10,11.52,90,80.6803,80.68
4.92,10,11.6,90,80.424,80.42
4.94,10,11.74,90,79.7399,79.74
4.96,10,11.9,90,79.2566,79.26
4.98,10,11.94,90,79.276,79.28
5,10,11.94,90,79.1059,79.11
5.02,10,11.96,90,78.938,78.94
5.04,10,11.89,90,79.2629,79.26
5.06,10,11.79,90,79.4514,79.45
5.08,10,11.68,90,79.658,79.66
5.1,10,11.61,90,80.1812,80.18
5.12,10,11.59,90,80.5309,80.53
5.14,10,11.6,90,80.5649,80.56
5.16,10,11.55,90,81.0933,81.09
5.18,10,11.5,90,81.3836,81.38
5.21,10,11.52,90,81.1382,81.14
5.23,10,11.47,90,81.3586,81.36
5.25,10,11.43,90,81.7293,81.73
5.27,10,11.4,90,81.8245,81.82
5.29,10,11.43,90,81.6533,81.65
5.31,10,11.51,90,81.4118,81.41
5.33,10,11.49,90,81.6231,81.62
5.35,10,11.51,90,81.3552,81.36
5.37,10,11.63,90,80.8651,80.87
5.39,10,11.63,90,81.2194,81.22
5.41,10,11.61,90,81.3264,81.33
5.43,10,11.54,90,81.4229,81.42
5.45,10,11.46,90,81.959,81.96
5.47,10,11.35,90,83.1148,83.11
5.49,10,11.23,90,83.6049,83.6
5.51,10,11.07,90,84.6021,84.6
5.53,10,10.97,90,85.6003,85.6
5.55,10,10.96,90,85.9434,85.94
5.57,10,11.03,90,85.5798,85.58
5.59,10,11.05,90,85.4274,85.43
5.61,10,11.03,90,85.4169,85.42
5.63,10,11.06,90,85.1741,85.17
5.65,10,11.09,90,85.0505,85.05
5.67,10,11.13,90,84.7758,84.78
5.69,10,11.12,90,84.8498,84.85
5.71,10,11.1,90,84.9567,84.96
5.73,10,11.07,90,85.0113,85.01
5.76,10,11.06,90,85.129,85.13
5.78,10,11.04,90,85.3239,85.32
5.8,10,11.02,90,85.3529,85.35
5.82,10,11.02,90,85.4204,85.42
5.84,10,11.03,90,85.344,85.34
5.86,10,11.05,90,85.0553,85.06
5.88,10,11.06,90,85.0236,85.02
5.9,10,11.06,90,84.9893,84.99
5.92,10,11.05,90,85.0457,85.05
5.94,10,10.99,90,85.3406,85.34
5.96,10,10.91,90,85.8521,85.85
5.98,10,10.83,90,86.3371,86.34
6,10,10.78,90,86.7182,86.72
6.02,10,10.74,90,87.0483,87.05
6.04,10,10.7,90,87.3363,87.34
6.06,10,10.68,90,87.5031,87.5
6.08,10,10.69,90,87.451,87.45
6.1,10,10.71,90,87.3109,87.31
6.12,10,10.75,90,87.1353,87.14
6.14,10,10.78,90,87.0217,87.02
6.16,10,10.81,90,86.9765,86.98
6.18,10,10.82,90,86.8043,86.8
6.2,10,10.84,90,86.5949,86.59
6.22,10,10.87,90,86.3687,86.37
6.24,10,10.92,90,86.0634,86.06
6.26,10,10.98,90,85.7999,85.8
6.28,10,11.03,90,85.5818,85.58
6.3,10,11.07,90,85.3738,85.37
6.32,10,11.09,90,85.2373,85.24
6.34,10,11.14,90,84.9747,84.97
6.37,10,11.2,90,84.6564,84.66
6.39,10,11.24,90,84.5822,84.58
6.41,10,11.26,90,84.4676,84.47
6.43,10,11.28,90,84.2626,84.26
6.45,10,11.31,90,84.3401,84.34
6.47,10,11.3,90,84.4316,84.43
6.49,10,11.25,90,84.5736,84.57
6.51,10,11.24,90,84.7151,84.72
6.53,10,11.24,90,84.8123,84.81
6.55,10,11.19,90,84.9457,84.95
6.57,10,11.15,90,85.0684,85.07
6.59,10,11.18,90,84.9946,84.99
6.61,10,11.21,90,84.8831,84.88
6.63,10,11.22,90,84.8057,84.81
6.65,10,11.23,90,84.666,84.67
6.67,10,11.24,90,84.5673,84.57
6.69,10,11.25,90,84.5455,84.55
6.71,10,11.26,90,84.5695,84.57
6.73,10,11.26,90,84.6154,84.62
6.75,10,11.26,90,84.6383,84.64
6.77,10,11.27,90,84.6345,84.63
6.79,10,11.26,90,84.6442,84.64
6.81,10,11.25,90,84.6575,84.66
6.83,10,11.23,90,84.708,84.71
6.85,10,11.24,90,84.7012,84.7
6.87,10,11.24,90,84.6588,84.66
6.89,10,11.24,90,84.6059,84.61
6.91,10,11.25,90,84.5235,84.52
6.93,10,11.26,90,84.5146,84.51
6.96,10,11.27,90,84.7187,84.72
6.98,10,11.26,90,84.7764,84.78
7,10,11.27,90,84.854,84.85
7.02,10,11.27,90,85.0127,85.01
7.04,10,11.24,90,85.3091,85.31
7.06,10,11.15,90,85.5573,85.56
7.08,10,11.12,90,85.6803,85.68
7.1,10,11.14,90,85.806,85.81
7.12,10,11.15,90,85.7351,85.74
7.14,10,11.15,90,85.6836,85.68
7.16,10,11.11,90,86.0788,86.08
7.18,10,11.11,90,86.0182,86.02
7.2,10,11.12,90,85.9579,85.96
7.22,10,11.11,90,86.1722,86.17
7.24,10,11.14,90,86.0562,86.06
7.26,10,11.17,90,85.8383,85.84
7.28,10,11.2,90,85.5966,85.6
7.3,10,11.21,90,85.3902,85.39
7.32,10,11.22,90,85.2748,85.27
7.34,10,11.22,90,85.2777,85.28
7.36,10,11.21,90,85.4011,85.4
7.38,10,11.18,90,85.5891,85.59
7.4,10,11.14,90,85.822,85.82
7.42,10,11.11,90,85.9758,85.98
7.44,10,11.09,90,86.064,86.06
7.46,10,11.08,90,86.2101,86.21
7.48,10,11.06,90,86.2619,86.26
7.5,10,11.05,90,86.2979,86.3
7.53,10,11.05,90,86.3467,86.35
7.55,10,11.06,90,86.3823,86.38
7.57,10,11.06,90,86.3303,86.33
7.59,10,11.06,90,86.3404,86.34
7.61,10,11.04,90,86.5718,86.57
7.63,10,11,90,86.8827,86.88
7.65,10,10.96,90,87.283,87.28
7.67,10,10.93,90,87.7572,87.76
7.69,10,10.89,90,88.091,88.09
7.71,10,10.86,90,88.3382,88.34
7.73,10,10.85,90,88.4913,88.49
7.75,10,10.85,90,88.4991,88.5
7.77,10,10.85,90,88.5111,88.51
7.79,10,10.85,90,88.613,88.61
7.81,10,10.86,90,88.6661,88.67
7.83,10,10.85,90,88.6664,88.67
7.85,10,10.84,90,88.6983,88.7
7.87,10,10.89,90,88.3277,88.33
7.89,10,10.98,90,87.6842,87.68
7.91,10,11.05,90,87.0953,87.1
7.93,10,11.11,90,86.4985,86.5
7.95,10,11.15,90,86.0682,86.07
7.97,10,11.18,90,85.8321,85.83
7.99,10,11.2,90,85.6787,85.68
8.01,10,11.11,90,86.3728,86.37
8.03,10,11.02,90,87.041,87.04
8.05,10,10.94,90,87.6583,87.66
8.07,10,10.85,90,88.2576,88.26
8.09,10,10.78,90,88.7161,88.72
8.11,10,10.73,90,88.9998,89
8.14,10,10.71,90,89.2096,89.21
8.16,10,10.73,90,89.1411,89.14
8.18,10,10.76,90,89.0034,89
8.2,10,10.78,90,88.8992,88.9
8.22,10,10.79,90,88.8842,88.88
8.24,10,10.85,90,88.5852,88.59
8.26,10,10.87,90,88.4345,88.43
8.28,10,10.89,90,88.3947,88.39
8.3,10,10.9,90,88.2899,88.29
8.32,10,10.89,90,88.2328,88.23
8.34,10,10.89,90,88.3118,88.31
8.36,10,10.87,90,88.3874,88.39
8.38,10,10.88,90,88.2206,88.22
8.4,10,10.91,90,88.228,88.23
8.42,10,10.87,90,88.3775,88.38
8.44,10,10.85,90,88.3479,88.35
8.46,10,10.86,90,88.3983,88.4
8.48,10,10.87,90,88.3951,88.4
8.5,10,10.88,90,88.3512,88.35
8.52,10,10.88,90,88.3622,88.36
8.54,10,10.95,90,87.8885,87.89
8.56,10,11.02,90,87.3095,87.31
8.58,10,11.08,90,86.8407,86.84
8.6,10,11.13,90,86.5354,86.54
8.62,10,11.18,90,86.2969,86.3
8.64,10,11.22,90,86.1799,86.18
8.66,10,11.11,90,87.0702,87.07
8.68,10,11.03,90,87.7167,87.72
8.7,10,10.97,90,88.1921,88.19
8.73,10,10.89,90,88.6234,88.62
8.75,10,10.81,90,88.966,88.97
8.77,10,10.78,90,88.9531,88.95
8.79,10,10.82,90,88.5515,88.55
8.81,10,10.88,90,88.0041,88
8.83,10,10.95,90,87.4959,87.5
8.85,10,11.02,90,87.0086,87.01
8.87,10,11.07,90,86.5943,86.59
8.89,10,11.12,90,86.3773,86.38
8.91,10,11.13,90,86.4732,86.47
8.93,10,11.07,90,86.9363,86.94
8.95,10,11.01,90,87.4837,87.48
8.97,10,10.95,90,87.9572,87.96
8.99,10,10.9,90,88.3345,88.33
9.01,10,10.86,90,88.7033,88.7
9.03,10,10.86,90,88.9191,88.92
9.05,10,10.88,90,88.7232,88.72
9.07,10,10.94,90,88.2982,88.3
9.09,10,10.96,90,88.3825,88.38
9.11,10,10.96,90,88.3825,88.38
9.13,10,10.99,90,88.3332,88.33
9.15,10,11,90,88.6099,88.61
9.17,10,10.97,90,88.8603,88.86
9.19,10,10.91,90,89.1245,89.12
9.21,10,10.87,90,89.5774,89.58
9.23,10,10.84,90,89.9302,89.93
9.25,10,10.81,90,89.9672,89.97
9.27,10,10.8,90,90.0677,90.07
9.29,10,10.84,90,89.7266,89.73
9.31,10,10.9,90,89.2694,89.27
9.33,10,10.94,90,88.9224,88.92
9.36,10,11,90,88.5612,88.56
9.38,10,11.04,90,88.2862,88.29
9.4,10,11.08,90,87.9832,87.98
9.42,10,11.08,90,87.8828,87.88
9.44,10,11.04,90,87.9961,88
9.46,10,11.03,90,88.0777,88.08
9.48,10,11.02,90,88.2311,88.23
9.5,10,11,90,88.387,88.39
9.52,10,10.98,90,88.4949,88.49
9.54,10,10.97,90,88.4969,88.5
9.56,10,10.99,90,88.3532,88.35
9.58,10,11,90,88.2032,88.2
9.6,10,11.03,90,88.0037,88
9.62,10,11.05,90,87.8765,87.88
9.64,10,11.08,90,87.649,87.65
9.66,10,11.11,90,87.5846,87.58
9.68,10,11.14,90,87.5828,87.58
9.7,10,11.11,90,87.7343,87.73
9.72,10,11.08,90,87.8966,87.9
9.74,10,11.06,90,88.0847,88.08
9.76,10,11.08,90,88.0562,88.06
9.78,10,11.09,90,88.1759,88.18
9.8,10,11.03,90,88.5664,88.57
9.82,10,10.98,90,88.5678,88.57
9.84,10,10.9,90,89.4304,89.43
9.86,10,10.84,90,90.0403,90.04
9.88,10,10.84,90,89.9487,89.95
9.9,10,10.87,90,90.0483,90.05
9.92,10,10.91,90,90.3044,90.3
9.94,10,10.85,90,90.3485,90.35
9.97,10,10.84,90,90.6999,90.7
9.99,10,10.82,90,91.2643,91.26
10.01,10,10.81,90,91.4114,91.41
10.03,10,10.78,90,91.529,91.53
10.05,10,10.77,90,91.9946,91.99
10.07,10,10.72,90,92.2216,92.22
10.09,10,10.67,90,92.282,92.28
10.11,10,10.59,90,93.0019,93
10.13,10,10.55,90,93.274,93.27
10.15,10,10.53,90,93.495,93.5
10.17,10,10.54,90,93.5768,93.58
10.19,10,10.63,90,92.7069,92.71
10.21,10,10.76,90,91.7396,91.74
10.23,10,10.86,90,90.9205,90.92
10.25,10,10.95,90,90.1736,90.17
10.27,10,11.04,90,89.5748,89.57
10.29,10,11.12,90,89.1162,89.12
10.31,10,11.12,90,89.0991,89.1
10.33,10,11.07,90,89.4572,89.46
10.35,10,11.01,90,90.036,90.04
10.37,10,10.95,90,90.5006,90.5
10.39,10,10.9,90,90.8696,90.87
10.41,10,10.88,90,91.1784,91.18
10.43,10,10.88,90,91.3531,91.35
10.45,10,10.86,90,91.5048,91.5
10.47,10,10.86,90,91.5965,91.6
10.49,10,10.85,90,91.8107,91.81
10.51,10,10.85,90,91.7129,91.71
10.53,10,10.85,90,91.5364,91.54
10.55,10,10.84,90,91.6573,91.66
10.58,10,10.8,90,91.6826,91.68
10.6,10,10.76,90,91.6736,91.67
10.62,10,10.75,90,91.8829,91.88
10.64,10,10.74,90,92.1411,92.14
10.66,10,10.73,90,92.1619,92.16
10.68,10,10.71,90,92.2794,92.28
10.7,10,10.7,90,92.4894,92.49
10.72,10,10.72,90,92.1887,92.19
10.74,10,10.81,90,91.6706,91.67
10.76,10,10.9,90,91.0992,91.1
10.78,10,10.97,90,90.5699,90.57
10.8,10,11.01,90,90.2229,90.22
10.82,10,11.08,90,89.9551,89.96
10.84,10,11.12,90,89.6061,89.61
10.86,10,11.16,90,89.3884,89.39
10.88,10,11.19,90,89.305,89.31
10.9,10,11.21,90,89.2459,89.25
10.92,10,11.21,90,89.2247,89.22
10.94,10,11.21,90,89.2519,89.25
10.96,10,11.16,90,89.4453,89.45
10.98,10,11.08,90,89.9242,89.92
11,10,10.98,90,90.4984,90.5
11.02,10,10.89,90,90.983,90.98
11.04,10,10.82,90,91.5664,91.57
11.06,10,10.76,90,92.0406,92.04
11.08,10,10.72,90,92.3149,92.31
11.1,10,10.7,90,92.3664,92.37
11.12,10,10.69,90,92.2648,92.26
11.14,10,10.72,90,92.0762,92.08
11.17,10,10.72,90,92.1119,92.11
11.19,10,10.77,90,91.8557,91.86
11.21,10,10.81,90,91.6476,91.65
11.23,10,10.82,90,91.5494,91.55
11.25,10,10.82,90,91.4047,91.4
11.27,10,10.89,90,91.1246,91.12
11.29,10,10.95,90,90.9474,90.95
11.31,10,10.97,90,90.8035,90.8
11.33,10,10.99,90,90.6916,90.69
11.35,10,11.01,90,90.7672,90.77
11.37,10,11.02,90,90.7302,90.73
11.39,10,11.07,90,90.57,90.57
11.41,10,11.09,90,90.4441,90.44
11.43,10,11.06,90,90.4006,90.4
11.45,10,11.1,90,90.3584,90.36
11.47,10,11.14,90,90.3476,90.35
11.49,10,11.08,90,90.6574,90.66
11.51,10,11.02,90,91.2837,91.28
11.53,10,10.97,90,91.717,91.72
11.55,10,10.86,90,92.3359,92.34
11.57,10,10.71,90,93.0602,93.06
11.59,10,10.71,90,93.2757,93.28
11.61,10,10.64,90,93.6145,93.61
11.63,10,10.51,90,93.9223,93.92
11.65,10,10.48,90,94.0687,94.07
11.67,10,10.49,90,94.1406,94.14
11.69,10,10.48,90,94.2382,94.24
11.71,10,10.47,90,94.245,94.25
11.73,10,10.5,90,93.8477,93.85
11.75,10,10.55,90,93.4147,93.41
11.77,10,10.55,90,93.002,93
11.8,10,10.56,90,92.5044,92.5
11.82,10,10.58,90,92.1324,92.13
11.84,10,10.56,90,91.8517,91.85
11.86,10,10.55,90,91.6073,91.61
11.88,10,10.53,90,91.6805,91.68
11.9,10,10.51,90,91.8096,91.81
11.92,10,10.47,90,91.8678,91.87
11.94,10,10.41,90,91.8909,91.89
11.96,10,10.39,90,92.0253,92.03
11.98,10,10.4,90,92.1588,92.16
12,10,10.38,90,92.4028,92.4
12.02,10,10.31,90,92.9515,92.95
12.04,10,10.29,90,93.3936,93.39
12.06,10,10.29,90,93.6787,93.68
12.08,10,10.23,90,94.0046,94
12.1,10,10.2,90,94.1736,94.17
12.12,10,10.21,90,94.1608,94.16
12.14,10,10.22,90,94.0365,94.04
12.16,10,10.24,90,93.7785,93.78
12.18,10,10.25,90,93.533,93.53
12.2,10,10.26,90,93.4264,93.43
12.22,10,10.25,90,93.3706,93.37
12.24,10,10.26,90,93.1727,93.17
12.26,10,10.34,90,92.6264,92.63
12.28,10,10.38,90,92.1085,92.11
12.3,10,10.41,90,91.7253,91.73
12.32,10,10.45,90,91.2809,91.28
12.34,10,10.49,90,90.9151,90.92
12.37,10,10.52,90,90.7742,90.77
12.39,10,10.5,90,90.8097,90.81
12.41,10,10.46,90,91.0335,91.03
12.43,10,10.42,90,91.5088,91.51
12.45,10,10.36,90,91.9403,91.94
12.47,10,10.32,90,92.2476,92.25
12.49,10,10.29,90,92.565,92.57
12.51,10,10.28,90,92.6354,92.64
12.53,10,10.29,90,92.5456,92.55
12.55,10,10.29,90,92.5012,92.5
12.57,10,10.28,90,92.5676,92.57
12.59,10,10.27,90,92.6562,92.66
12.61,10,10.26,90,92.657,92.66
12.63,10,10.27,90,92.622,92.62
12.65,10,10.28,90,92.4882,92.49
12.67,10,10.27,90,92.3744,92.37
12.69,10,10.26,90,92.3269,92.33
12.71,10,10.29,90,92.1527,92.15
12.73,10,10.31,90,91.9991,92
12.75,10,10.33,90,91.9003,91.9
12.77,10,10.31,90,92.1214,92.12
12.79,10,10.28,90,92.4106,92.41
12.81,10,10.24,90,92.7726,92.77
12.83,10,10.2,90,93.0614,93.06
12.85,10,10.18,90,93.2134,93.21
12.87,10,10.17,90,93.3837,93.38
12.89,10,10.15,90,93.5539,93.55
12.91,10,10.11,90,93.9146,93.91
12.93,10,10.06,90,94.2332,94.23
12.96,10,10.05,90,94.4874,94.49
12.98,10,10.01,90,94.6923,94.69
13,10,10.01,90,94.7892,94.79
13.02,10,10.05,90,94.4847,94.48
13.04,10,10.11,90,93.8665,93.87
13.06,10,10.18,90,93.1682,93.17
13.08,10,10.25,90,92.5955,92.6
13.1,10,10.3,90,92.102,92.1
13.12,10,10.35,90,91.7915,91.79
13.14,10,10.38,90,91.621,91.62
13.16,10,10.39,90,91.4985,91.5
13.18,10,10.39,90,91.4398,91.44
13.2,10,10.36,90,91.4735,91.47
13.22,10,10.34,90,91.5342,91.53
13.24,10,10.34,90,91.6229,91.62
13.26,10,10.34,90,91.6841,91.68
13.28,10,10.35,90,91.5023,91.5
13.3,10,10.36,90,91.268,91.27
13.32,10,10.38,90,91.05,91.05
13.34,10,10.41,90,90.7824,90.78
13.36,10,10.43,90,90.6143,90.61
13.38,10,10.43,90,90.6232,90.62
13.4,10,10.44,90,90.5901,90.59
13.42,10,10.42,90,90.7731,90.77
13.44,10,10.36,90,91.3579,91.36
13.46,10,10.32,90,91.8093,91.81
13.48,10,10.26,90,92.2214,92.22
13.5,10,10.22,90,92.6095,92.61
13.52,10,10.18,90,92.972,92.97
13.54,10,10.14,90,93.3433,93.34
13.57,10,10.09,90,93.8443,93.84
13.59,10,10.04,90,94.3612,94.36
13.61,10,10.01,90,94.6828,94.68
13.63,10,9.99,90,94.9909,94.99
13.65,10,9.97,90,95.2507,95.25
13.67,10,9.97,90,95.3383,95.34
13.69,10,9.97,90,95.3492,95.35
13.71,10,9.98,90,95.2961,95.3
13.73,10,10.02,90,95.0107,95.01
13.75,10,10.03,90,94.8001,94.8
13.77,10,10.04,90,94.618,94.62
13.79,10,10.05,90,94.4091,94.41
13.81,10,10.03,90,94.4971,94.5
13.83,10,10,90,94.7694,94.77
13.85,10,9.99,90,94.9374,94.94
13.87,10,9.98,90,95.1436,95.14
