time,target_inclination,sensor_inclination,target_orientation,sensor_orientation,sensor_orientation_fixed
6.96,10,6.01,90,110.0965,110.1
6.98,10,5.92,90,110.9061,110.91
7,10,5.84,90,111.6512,111.65
7.02,10,5.79,90,112.2303,112.23
7.04,10,5.68,90,112.7516,112.75
7.06,10,5.58,90,112.866,112.87
7.08,10,5.5,90,112.2725,112.27
7.1,10,5.44,90,111.6506,111.65
7.12,10,5.42,90,109.5741,109.57
7.14,10,5.42,90,107.8283,107.83
7.16,10,5.4,90,107.2019,107.2
7.18,10,5.38,90,107.2869,107.29
7.2,10,5.34,90,106.2666,106.27
7.22,10,5.26,90,105.1022,105.1
7.24,10,5.19,90,105.2426,105.24
7.26,10,5.15,90,105.4509,105.45
7.28,10,5.1,90,105.1307,105.13
7.3,10,5.05,90,105.1879,105.19
7.32,10,5.02,90,105.843,105.84
7.34,10,4.93,90,0,0
7.36,10,4.83,90,0,0
7.38,10,4.81,90,0,0
7.4,10,4.82,90,0,0
7.42,10,4.82,90,0,0
7.44,10,4.73,90,0,0
7.46,10,4.71,90,0,0
7.48,10,4.71,90,0,0
7.5,10,4.65,90,0,0
7.52,10,4.6,90,0,0
7.54,10,4.62,90,0,0
7.56,10,4.63,90,0,0
7.58,10,4.59,90,0,0
7.61,10,4.57,90,0,0
7.63,10,4.58,90,0,0
7.65,10,4.55,90,0,0
7.67,10,4.52,90,0,0
7.69,10,4.51,90,0,0
7.71,10,4.52,90,0,0
7.73,10,4.52,90,0,0
7.75,10,4.48,90,0,0
7.77,10,4.47,90,0,0
7.79,10,4.46,90,0,0
7.81,10,4.44,90,0,0
7.83,10,4.43,90,0,0
7.85,10,4.42,90,0,0
7.87,10,4.42,90,0,0
7.89,10,4.42,90,0,0
7.91,10,4.42,90,0,0
7.93,10,4.42,90,0,0
7.95,10,4.42,90,0,0
7.97,10,4.42,90,0,0
7.99,10,4.44,90,0,0
8.01,10,4.48,90,0,0
8.03,10,4.53,90,0,0
8.05,10,4.57,90,0,0
8.07,10,4.59,90,0,0
8.09,10,4.6,90,0,0
8.11,10,4.61,90,0,0
8.13,10,4.61,90,0,0
8.15,10,4.6,90,0,0
8.18,10,4.6,90,0,0
8.2,10,4.61,90,0,0
8.22,10,4.6,90,0,0
8.24,10,4.56,90,0,0
8.26,10,4.5,90,0,0
8.28,10,4.43,90,0,0
8.3,10,4.36,90,0,0
8.32,10,4.32,90,0,0
8.34,10,4.31,90,0,0
8.36,10,4.29,90,0,0
8.38,10,4.3,90,0,0
8.4,10,4.34,90,0,0
8.42,10,4.38,90,0,0
8.44,10,4.41,90,0,0
8.46,10,4.43,90,0,0
8.48,10,4.46,90,0,0
8.5,10,4.48,90,0,0
8.52,10,4.47,90,0,0
8.54,10,4.46,90,0,0
8.56,10,4.42,90,0,0
8.58,10,4.41,90,0,0
8.6,10,4.42,90,0,0
8.62,10,4.4,90,0,0
8.64,10,4.35,90,0,0
8.66,10,4.33,90,0,0
8.68,10,4.36,90,0,0
8.7,10,4.38,90,0,0
8.72,10,4.35,90,0,0
8.74,10,4.34,90,0,0
8.76,10,4.4,90,0,0
8.78,10,4.47,90,0,0
8.81,10,4.5,90,0,0
8.83,10,4.48,90,0,0
8.85,10,4.49,90,0,0
8.87,10,4.51,90,0,0
8.89,10,4.53,90,0,0
8.91,10,4.56,90,0,0
8.93,10,4.61,90,0,0
8.95,10,4.64,90,0,0
8.97,10,4.65,90,0,0
8.99,10,4.67,90,0,0
9.01,10,4.7,90,0,0
9.03,10,4.67,90,0,0
9.05,10,4.68,90,0,0
9.07,10,4.71,90,0,0
9.09,10,4.72,90,0,0
9.11,10,4.71,90,0,0
9.13,10,4.74,90,0,0
9.15,10,4.77,90,0,0
9.17,10,4.77,90,0,0
9.19,10,4.75,90,0,0
9.21,10,4.79,90,0,0
9.23,10,4.82,90,0,0
9.25,10,4.82,90,0,0
9.27,10,4.84,90,0,0
9.29,10,4.9,90,0,0
9.31,10,4.9,90,0,0
9.34,10,4.91,90,0,0
9.36,10,4.95,90,0,0
9.38,10,4.98,90,0,0
9.4,10,4.99,90,0,0
9.42,10,5.03,90,107.0619,107.06
9.44,10,5.03,90,107.9681,107.97
9.46,10,5.02,90,108.7458,108.75
9.48,10,5.05,90,109.451,109.45
9.5,10,5.08,90,109.8354,109.84
9.52,10,5.08,90,109.6787,109.68
9.54,10,5.1,90,108.7392,108.74
9.56,10,5.16,90,107.7588,107.76
9.58,10,5.21,90,106.6955,106.7
9.6,10,5.25,90,105.7546,105.75
9.62,10,5.28,90,105.3258,105.33
9.64,10,5.33,90,105.4767,105.48
9.66,10,5.33,90,105.742,105.74
9.68,10,5.31,90,105.9526,105.95
9.7,10,5.32,90,106.4134,106.41
9.72,10,5.34,90,106.9309,106.93
9.74,10,5.32,90,107.1463,107.15
9.76,10,5.31,90,107.4915,107.49
9.78,10,5.32,90,107.9565,107.96
9.8,10,5.32,90,108.0187,108.02
9.82,10,5.31,90,107.817,107.82
9.84,10,5.32,90,107.6938,107.69
9.86,10,5.34,90,107.6013,107.6
9.88,10,5.34,90,107.543,107.54
9.9,10,5.32,90,107.9783,107.98
9.92,10,5.3,90,109.399,109.4
9.95,10,5.27,90,111.6146,111.61
9.97,10,5.24,90,113.3822,113.38
9.99,10,5.23,90,114.8661,114.87
10.01,10,5.22,90,115.8667,115.87
10.03,10,5.22,90,116.3913,116.39
10.05,10,5.19,90,116.4823,116.48
10.07,10,5.21,90,116.3189,116.32
10.09,10,5.24,90,115.9037,115.9
10.11,10,5.24,90,115.479,115.48
10.13,10,5.23,90,115.0521,115.05
10.15,10,5.22,90,114.6512,114.65
10.17,10,5.23,90,114.3878,114.39
10.19,10,5.22,90,113.9924,113.99
10.21,10,5.23,90,113.5029,113.5
10.23,10,5.25,90,113.2284,113.23
10.25,10,5.27,90,112.9544,112.95
10.27,10,5.28,90,112.4764,112.48
10.29,10,5.29,90,112.0392,112.04
10.31,10,5.31,90,111.6582,111.66
10.33,10,5.31,90,111.3912,111.39
10.35,10,5.31,90,111.2459,111.25
10.37,10,5.32,90,111.2017,111.2
10.39,10,5.33,90,111.0459,111.05
10.41,10,5.32,90,110.8263,110.83
10.43,10,5.31,90,110.7401,110.74
10.45,10,5.31,90,110.5939,110.59
10.47,10,5.31,90,110.3644,110.36
10.49,10,5.31,90,110.1025,110.1
10.51,10,5.3,90,109.8575,109.86
10.53,10,5.31,90,109.6661,109.67
10.56,10,5.32,90,109.1518,109.15
10.58,10,5.36,90,107.2476,107.25
10.6,10,5.39,90,105.6253,105.63
10.62,10,5.43,90,104.1743,104.17
10.64,10,5.46,90,103.1047,103.1
10.66,10,5.49,90,102.4074,102.41
10.68,10,5.53,90,101.9889,101.99
10.7,10,5.47,90,104.0139,104.01
10.72,10,5.38,90,107.0248,107.02
10.74,10,5.32,90,110.431,110.43
10.76,10,5.29,90,112.4809,112.48
10.78,10,5.27,90,114.0464,114.05
10.8,10,5.25,90,114.8047,114.8
10.82,10,5.27,90,114.1934,114.19
10.84,10,5.28,90,113.2814,113.28
10.86,10,5.28,90,111.9645,111.96
10.88,10,5.31,90,110.7278,110.73
10.9,10,5.35,90,109.9305,109.93
10.92,10,5.4,90,108.5332,108.53
10.94,10,5.45,90,106.9446,106.94
10.96,10,5.46,90,106.7791,106.78
10.98,10,5.45,90,106.8073,106.81
11,10,5.4,90,106.6566,106.66
11.02,10,5.39,90,106.4348,106.43
11.04,10,5.41,90,105.9952,106
11.06,10,5.4,90,105.6429,105.64
11.08,10,5.39,90,105.566,105.57
11.1,10,5.37,90,106.2352,106.24
11.12,10,5.37,90,106.5703,106.57
11.14,10,5.35,90,106.3625,106.36
11.17,10,5.35,90,105.6749,105.67
11.19,10,5.39,90,104.6594,104.66
11.21,10,5.44,90,102.8808,102.88
11.23,10,5.47,90,101.2132,101.21
11.25,10,5.53,90,100.0887,100.09
11.27,10,5.6,90,98.6206,98.62
11.29,10,5.67,90,96.7367,96.74
11.31,10,5.69,90,95.796,95.8
11.33,10,5.7,90,95.2359,95.24
11.35,10,5.72,90,94.3953,94.4
11.37,10,5.7,90,93.9642,93.96
11.39,10,5.68,90,93.676,93.68
11.41,10,5.68,90,92.9547,92.95
11.43,10,5.78,90,92.1463,92.15
11.45,10,5.91,90,91.5682,91.57
11.47,10,5.97,90,90.6971,90.7
11.49,10,6,90,89.9488,89.95
11.51,10,6.04,90,90.1509,90.15
11.53,10,6.08,90,90.4002,90.4
11.55,10,6.07,90,90.2254,90.23
11.57,10,6.11,90,90.3228,90.32
11.59,10,6.29,90,89.6477,89.65
11.61,10,6.41,90,89.0902,89.09
11.63,10,6.46,90,87.9261,87.93
11.65,10,6.53,90,86.9366,86.94
11.67,10,6.59,90,86.8306,86.83
11.69,10,6.61,90,86.4838,86.48
11.71,10,6.56,90,86.6083,86.61
11.73,10,6.47,90,88.649,88.65
11.75,10,6.46,90,89.2045,89.2
11.78,10,6.5,90,89.1417,89.14
11.8,10,6.45,90,90.2645,90.26
11.82,10,6.39,90,90.5983,90.6
11.84,10,6.46,90,89.815,89.82
11.86,10,6.59,90,89.377,89.38
11.88,10,6.77,90,87.8627,87.86
11.9,10,6.89,90,86.6352,86.64
11.92,10,6.98,90,86.2672,86.27
11.94,10,7.05,90,85.2846,85.28
11.96,10,7.15,90,84.4592,84.46
11.98,10,7.32,90,84.3356,84.34
12,10,7.37,90,84.3213,84.32
12.02,10,7.34,90,84.0754,84.08
12.04,10,7.42,90,83.8013,83.8
12.06,10,7.51,90,84.1996,84.2
12.08,10,7.51,90,84.3909,84.39
12.1,10,7.49,90,84.2758,84.28
12.12,10,7.54,90,84.6193,84.62
12.14,10,7.63,90,84.7543,84.75
12.16,10,7.63,90,84.8213,84.82
12.18,10,7.58,90,84.8746,84.87
12.2,10,7.63,90,84.8337,84.83
12.22,10,7.67,90,84.8448,84.84
12.24,10,7.62,90,84.9523,84.95
12.26,10,7.63,90,84.8752,84.88
12.28,10,7.67,90,84.8301,84.83
12.3,10,7.71,90,84.8438,84.84
12.32,10,7.73,90,84.7883,84.79
12.34,10,7.72,90,85.017,85.02
12.37,10,7.66,90,85.41,85.41
12.39,10,7.64,90,85.7561,85.76
12.41,10,7.66,90,86.2011,86.2
12.43,10,7.68,90,86.5251,86.53
12.45,10,7.67,90,86.6149,86.61
12.47,10,7.67,90,86.6996,86.7
12.49,10,7.74,90,86.7341,86.73
12.51,10,7.81,90,86.443,86.44
12.53,10,7.88,90,85.8034,85.8
12.55,10,7.95,90,85.3484,85.35
12.57,10,8.06,90,84.9687,84.97
12.59,10,8.13,90,84.4928,84.49
12.61,10,8.16,90,84.0096,84.01
12.63,10,8.22,90,83.9374,83.94
12.65,10,8.3,90,84.0386,84.04
12.67,10,8.32,90,83.8995,83.9
12.69,10,8.31,90,83.8552,83.86
12.71,10,8.33,90,84.1031,84.1
12.73,10,8.35,90,84.228,84.23
12.75,10,8.34,90,84.1688,84.17
12.77,10,8.34,90,84.0745,84.07
12.79,10,8.36,90,83.93,83.93
12.81,10,8.36,90,83.8672,83.87
12.83,10,8.36,90,84.1053,84.11
12.85,10,8.4,90,84.432,84.43
12.87,10,8.39,90,84.6293,84.63
12.89,10,8.35,90,84.7779,84.78
12.91,10,8.36,90,85.0381,85.04
12.93,10,8.37,90,85.2399,85.24
12.95,10,8.37,90,85.4127,85.41
12.98,10,8.38,90,85.6255,85.63
13,10,8.42,90,85.7905,85.79
13.02,10,8.41,90,85.7847,85.78
13.04,10,8.42,90,85.6163,85.62
13.06,10,8.46,90,85.5386,85.54
13.08,10,8.48,90,85.4228,85.42
13.1,10,8.48,90,85.241,85.24
13.12,10,8.48,90,85.2761,85.28
13.14,10,8.51,90,85.4752,85.48
13.16,10,8.52,90,85.7548,85.75
13.18,10,8.5,90,86.044,86.04
13.2,10,8.54,90,86.2613,86.26
13.22,10,8.59,90,86.4306,86.43
13.24,10,8.57,90,86.6468,86.65
13.26,10,8.57,90,86.6803,86.68
13.28,10,8.63,90,86.623,86.62
13.3,10,8.69,90,86.7169,86.72
13.32,10,8.69,90,86.7066,86.71
13.34,10,8.66,90,86.6191,86.62
13.36,10,8.71,90,86.608,86.61
13.38,10,8.73,90,86.5601,86.56
13.4,10,8.7,90,86.2093,86.21
13.42,10,8.71,90,86.1084,86.11
13.44,10,8.81,90,86.0787,86.08
13.46,10,8.88,90,85.8618,85.86
13.48,10,8.86,90,85.7375,85.74
13.5,10,8.86,90,85.7541,85.75
13.52,10,8.91,90,85.766,85.77
13.54,10,8.9,90,85.8883,85.89
13.56,10,8.88,90,86.0938,86.09
13.59,10,8.88,90,86.252,86.25
13.61,10,8.88,90,86.3201,86.32
13.63,10,8.86,90,86.3821,86.38
13.65,10,8.88,90,86.183,86.18
13.67,10,8.94,90,85.8626,85.86
13.69,10,9.01,90,85.4269,85.43
13.71,10,9.05,90,85.0837,85.08
13.73,10,9.07,90,85.0451,85.05
13.75,10,9.1,90,84.8435,84.84
13.77,10,9.12,90,84.6103,84.61
13.79,10,9.13,90,84.5404,84.54
13.81,10,9.14,90,84.5381,84.54
13.83,10,9.15,90,84.5801,84.58
13.85,10,9.16,90,84.6204,84.62
13.87,10,9.16,90,84.6956,84.7
13.89,10,9.17,90,84.7061,84.71
13.91,10,9.18,90,84.5709,84.57
13.93,10,9.18,90,84.41,84.41
13.95,10,9.19,90,84.2578,84.26
13.97,10,9.22,90,84.0966,84.1
13.99,10,9.23,90,83.9921,83.99
14.01,10,9.24,90,83.9562,83.96
14.03,10,9.2,90,84.3394,84.34
14.05,10,9.07,90,85.3495,85.35
14.07,10,8.94,90,86.3382,86.34
14.09,10,8.83,90,87.2272,87.23
14.11,10,8.76,90,87.8509,87.85
14.13,10,8.71,90,88.2367,88.24
14.15,10,8.69,90,88.3191,88.32
14.17,10,8.7,90,88.0431,88.04
14.2,10,8.73,90,87.7561,87.76
14.22,10,8.78,90,87.4144,87.41
14.24,10,8.82,90,87.0758,87.08
14.26,10,8.85,90,86.7609,86.76
14.28,10,8.89,90,86.4543,86.45
14.3,10,8.92,90,86.3214,86.32
14.32,10,8.91,90,86.4473,86.45
14.34,10,8.92,90,86.4772,86.48
14.36,10,8.96,90,86.3648,86.36
14.38,10,8.98,90,86.2813,86.28
14.4,10,8.97,90,86.2037,86.2
14.42,10,8.99,90,85.9155,85.92
14.44,10,9.04,90,85.4456,85.45
14.46,10,9.09,90,84.9819,84.98
14.48,10,9.15,90,84.5565,84.56
14.5,10,9.2,90,84.289,84.29
14.52,10,9.23,90,84.0753,84.08
14.54,10,9.25,90,84.0234,84.02
14.56,10,9.22,90,84.2786,84.28
14.58,10,9.21,90,84.4967,84.5
14.6,10,9.18,90,84.7057,84.71
14.62,10,9.16,90,84.8835,84.88
14.64,10,9.16,90,85.015,85.02
14.66,10,9.15,90,85.1427,85.14
14.68,10,9.14,90,85.1646,85.16
14.7,10,9.15,90,85.2009,85.2
14.72,10,9.15,90,85.212,85.21
14.74,10,9.14,90,85.272,85.27
14.76,10,9.15,90,85.3018,85.3
14.78,10,9.16,90,85.2967,85.3
14.81,10,9.15,90,85.4771,85.48
14.83,10,9.13,90,85.6767,85.68
14.85,10,9.1,90,85.8228,85.82
14.87,10,9.09,90,85.911,85.91
14.89,10,9.07,90,86.0993,86.1
14.91,10,9.06,90,86.2369,86.24
14.93,10,9.07,90,86.2304,86.23
14.95,10,9.05,90,86.4087,86.41
14.97,10,9.02,90,86.6685,86.67
14.99,10,9,90,86.8947,86.89
15.01,10,8.98,90,87.0721,87.07
15.03,10,8.95,90,87.2497,87.25
15.05,10,8.93,90,87.3524,87.35
15.07,10,8.97,90,87.093,87.09
15.09,10,9.03,90,86.7336,86.73
15.11,10,9.1,90,86.1704,86.17
15.13,10,9.17,90,85.6593,85.66
15.15,10,9.22,90,85.2163,85.22
15.17,10,9.25,90,84.8029,84.8
15.19,10,9.24,90,84.859,84.86
15.21,10,9.2,90,85.0728,85.07
15.23,10,9.16,90,85.4217,85.42
15.25,10,9.14,90,85.778,85.78
15.27,10,9.11,90,86.0558,86.06
15.29,10,9.1,90,86.2512,86.25
15.31,10,9.08,90,86.4864,86.49
15.33,10,9.03,90,86.847,86.85
15.35,10,8.98,90,87.1489,87.15
15.37,10,8.95,90,87.4128,87.41
15.39,10,8.92,90,87.5874,87.59
15.42,10,8.91,90,87.7029,87.7
15.44,10,8.91,90,87.7885,87.79
15.46,10,8.95,90,87.5584,87.56
15.48,10,9.04,90,86.9419,86.94
15.5,10,9.1,90,86.3274,86.33
15.52,10,9.15,90,85.6526,85.65
15.54,10,9.21,90,85.119,85.12
15.56,10,9.25,90,84.8463,84.85
15.58,10,9.3,90,84.821,84.82
15.6,10,9.33,90,84.6786,84.68
15.62,10,9.36,90,84.649,84.65
15.64,10,9.38,90,84.6109,84.61
15.66,10,9.38,90,84.5548,84.55
15.68,10,9.39,90,84.594,84.59
15.7,10,9.41,90,84.7019,84.7
15.72,10,9.48,90,84.3963,84.4
15.74,10,9.52,90,84.087,84.09
15.76,10,9.56,90,83.9038,83.9
15.78,10,9.62,90,83.777,83.78
15.8,10,9.64,90,83.6184,83.62
15.82,10,9.62,90,83.6601,83.66
15.84,10,9.54,90,84.1302,84.13
15.86,10,9.46,90,84.7621,84.76
15.88,10,9.39,90,85.3595,85.36
15.9,10,9.33,90,85.8241,85.82
15.92,10,9.29,90,86.3284,86.33
15.94,10,9.25,90,86.6953,86.7
15.96,10,9.26,90,86.5683,86.57
15.98,10,9.31,90,86.1681,86.17
16,10,9.39,90,85.7445,85.74
16.02,10,9.44,90,85.3634,85.36
16.05,10,9.5,90,85.0416,85.04
16.07,10,9.55,90,84.7603,84.76
16.09,10,9.57,90,84.7079,84.71
16.11,10,9.55,90,84.96,84.96
16.13,10,9.5,90,85.279,85.28
16.15,10,9.45,90,85.5852,85.59
16.17,10,9.42,90,85.9011,85.9
16.19,10,9.38,90,86.1776,86.18
16.21,10,9.37,90,86.3248,86.32
16.23,10,9.42,90,85.9541,85.95
16.25,10,9.51,90,85.2298,85.23
16.27,10,9.6,90,84.5694,84.57
16.29,10,9.69,90,84.0244,84.02
16.31,10,9.76,90,83.5353,83.54
16.33,10,9.81,90,83.2016,83.2
16.35,10,9.81,90,83.1995,83.2
16.37,10,9.71,90,83.9318,83.93
16.39,10,9.59,90,84.8153,84.82
16.41,10,9.5,90,85.5766,85.58
16.43,10,9.43,90,86.2937,86.29
16.45,10,9.37,90,86.8604,86.86
16.47,10,9.35,90,87.0699,87.07
16.49,10,9.37,90,86.9521,86.95
16.51,10,9.42,90,86.5608,86.56
16.53,10,9.45,90,86.2115,86.21
16.55,10,9.48,90,85.862,85.86
16.57,10,9.53,90,85.621,85.62
16.59,10,9.56,90,85.441,85.44
16.62,10,9.57,90,85.3034,85.3
16.64,10,9.58,90,85.2263,85.23
16.66,10,9.6,90,85.0561,85.06
16.68,10,9.59,90,85.0042,85
16.7,10,9.59,90,85.0056,85.01
16.72,10,9.6,90,84.981,84.98
16.74,10,9.57,90,85.193,85.19
16.76,10,9.51,90,85.7079,85.71
16.78,10,9.45,90,86.2209,86.22
16.8,10,9.4,90,86.7234,86.72
16.82,10,9.37,90,87.031,87.03
16.84,10,9.36,90,87.1927,87.19
16.86,10,9.35,90,87.3314,87.33
16.88,10,9.35,90,87.4083,87.41
16.9,10,9.35,90,87.3975,87.4
16.92,10,9.34,90,87.4071,87.41
16.94,10,9.34,90,87.4047,87.4
16.96,10,9.34,90,87.3761,87.38
16.98,10,9.35,90,87.2984,87.3
17,10,9.38,90,87.0361,87.04
17.02,10,9.42,90,86.7202,86.72
17.04,10,9.46,90,86.3885,86.39
17.06,10,9.5,90,86.1131,86.11
17.08,10,9.54,90,85.8755,85.88
17.1,10,9.57,90,85.7196,85.72
17.12,10,9.61,90,85.4126,85.41
17.14,10,9.66,90,85.1267,85.13
17.16,10,9.7,90,84.9193,84.92
17.19,10,9.72,90,84.7206,84.72
17.21,10,9.72,90,84.5756,84.58
17.23,10,9.71,90,84.5225,84.52
17.25,10,9.7,90,84.4842,84.48
17.27,10,9.71,90,84.3958,84.4
17.29,10,9.73,90,84.2888,84.29
17.31,10,9.73,90,84.2503,84.25
17.33,10,9.73,90,84.2945,84.29
17.35,10,9.73,90,84.3191,84.32
17.37,10,9.74,90,84.3359,84.34
17.39,10,9.74,90,84.3047,84.3
17.41,10,9.75,90,84.2565,84.26
17.43,10,9.75,90,84.2501,84.25
17.45,10,9.75,90,84.2786,84.28
17.47,10,9.75,90,84.3051,84.31
17.49,10,9.74,90,84.3184,84.32
17.51,10,9.7,90,84.6858,84.69
17.53,10,9.64,90,85.2869,85.29
17.55,10,9.56,90,85.9355,85.94
17.57,10,9.5,90,86.4493,86.45
17.59,10,9.44,90,86.9299,86.93
17.61,10,9.39,90,87.2256,87.23
17.63,10,9.36,90,87.3624,87.36
17.65,10,9.35,90,87.4725,87.47
17.67,10,9.34,90,87.486,87.49
17.69,10,9.34,90,87.5219,87.52
17.71,10,9.34,90,87.5957,87.6
17.73,10,9.34,90,87.5745,87.57
17.75,10,9.36,90,87.3987,87.4
17.77,10,9.42,90,86.9721,86.97
17.8,10,9.49,90,86.503,86.5
17.82,10,9.53,90,86.1136,86.11
17.84,10,9.6,90,85.7496,85.75
17.86,10,9.65,90,85.4924,85.49
17.88,10,9.66,90,85.2852,85.29
17.9,10,9.63,90,85.3114,85.31
17.92,10,9.54,90,85.9927,85.99
17.94,10,9.46,90,86.611,86.61
17.96,10,9.38,90,87.3083,87.31
17.98,10,9.32,90,87.8355,87.84
18,10,9.28,90,88.1866,88.19
18.02,10,9.33,90,87.8676,87.87
18.04,10,9.4,90,87.213,87.21
18.06,10,9.48,90,86.5417,86.54
18.08,10,9.59,90,85.7111,85.71
18.1,10,9.66,90,85.2388,85.24
18.12,10,9.7,90,84.8417,84.84
18.14,10,9.7,90,84.7241,84.72
18.16,10,9.67,90,85.0125,85.01
18.18,10,9.62,90,85.4619,85.46
18.2,10,9.57,90,85.8981,85.9
18.22,10,9.53,90,86.2476,86.25
18.24,10,9.52,90,86.5387,86.54
18.26,10,9.53,90,86.665,86.67
18.28,10,9.54,90,86.6258,86.63
18.31,10,9.56,90,86.5348,86.53
18.33,10,9.59,90,86.3701,86.37
18.35,10,9.61,90,86.2001,86.2
18.37,10,9.62,90,85.994,85.99
18.39,10,9.64,90,85.8036,85.8
18.41,10,9.66,90,85.6284,85.63
18.43,10,9.68,90,85.4596,85.46
18.45,10,9.7,90,85.2425,85.24
18.47,10,9.73,90,85.0661,85.07
18.49,10,9.76,90,84.8688,84.87
18.51,10,9.77,90,84.7536,84.75
18.53,10,9.78,90,84.7009,84.7
18.55,10,9.78,90,84.7217,84.72
18.57,10,9.77,90,84.6982,84.7
18.59,10,9.77,90,84.7224,84.72
18.61,10,9.75,90,84.8335,84.83
18.63,10,9.75,90,84.8842,84.88
18.65,10,9.75,90,84.9522,84.95
18.67,10,9.74,90,85.0323,85.03
18.69,10,9.73,90,84.9969,85
18.71,10,9.73,90,84.9423,84.94
18.73,10,9.74,90,84.9426,84.94
18.75,10,9.74,90,84.9389,84.94
18.77,10,9.73,90,84.9372,84.94
18.79,10,9.74,90,84.9713,84.97
18.81,10,9.74,90,84.9797,84.98
18.83,10,9.75,90,84.9431,84.94
18.85,10,9.76,90,84.9461,84.95
18.87,10,9.77,90,84.9474,84.95
18.9,10,9.78,90,84.8987,84.9
18.92,10,9.79,90,84.8861,84.89
18.94,10,9.81,90,84.7939,84.79
18.96,10,9.84,90,84.5365,84.54
18.98,10,9.86,90,84.4168,84.42
19,10,9.89,90,84.2582,84.26
19.02,10,9.9,90,84.1063,84.11
19.04,10,9.91,90,84.1189,84.12
19.06,10,9.86,90,84.4244,84.42
19.08,10,9.78,90,84.9206,84.92
19.1,10,9.73,90,85.4656,85.47
19.12,10,9.68,90,85.8496,85.85
19.14,10,9.64,90,86.1291,86.13
19.16,10,9.6,90,86.4684,86.47
19.18,10,9.56,90,86.7267,86.73
19.2,10,9.53,90,86.9819,86.98
19.22,10,9.5,90,87.2268,87.23
19.24,10,9.47,90,87.4225,87.42
19.26,10,9.46,90,87.4872,87.49
19.28,10,9.44,90,87.5378,87.54
19.3,10,9.44,90,87.5442,87.54
19.32,10,9.47,90,87.0749,87.07
19.34,10,9.53,90,86.5874,86.59
19.36,10,9.6,90,86.082,86.08
19.38,10,9.67,90,85.6657,85.67
19.4,10,9.75,90,85.1986,85.2
19.42,10,9.77,90,85.0995,85.1
19.44,10,9.75,90,85.3466,85.35
19.46,10,9.71,90,85.6584,85.66
19.48,10,9.67,90,85.9429,85.94
19.5,10,9.63,90,86.2052,86.21
19.53,10,9.6,90,86.4304,86.43
19.55,10,9.58,90,86.5479,86.55
19.57,10,9.58,90,86.5034,86.5
19.59,10,9.61,90,86.1695,86.17
19.61,10,9.67,90,85.7917,85.79
19.63,10,9.72,90,85.4329,85.43
19.65,10,9.75,90,85.1351,85.14
19.67,10,9.78,90,84.9084,84.91
19.69,10,9.79,90,84.8482,84.85
19.71,10,9.76,90,85.074,85.07
19.73,10,9.72,90,85.4285,85.43
19.75,10,9.67,90,85.7528,85.75
19.77,10,9.63,90,86.0832,86.08
19.79,10,9.6,90,86.3161,86.32
19.81,10,9.6,90,86.4058,86.41
19.83,10,9.59,90,86.5355,86.54
19.85,10,9.54,90,86.8956,86.9
19.87,10,9.51,90,87.1445,87.14
19.89,10,9.47,90,87.3907,87.39
19.91,10,9.45,90,87.5889,87.59
19.93,10,9.43,90,87.7456,87.75
19.95,10,9.44,90,87.7923,87.79
19.97,10,9.45,90,87.733,87.73
19.99,10,9.47,90,87.4824,87.48
