time,continuous_time,target_inclination,sensor_inclination,target_orientation,sensor_orientation
14.09,14.09,10,10.28,90,93.37
14.11,14.11,10,10.28,90,93.37
14.13,14.13,10,10.27,90,93.41
14.15,14.15,10,10.25,90,93.5
14.17,14.17,10,10.23,90,93.57
14.19,14.19,10,10.21,90,93.62
14.22,14.22,10,10.19,90,93.66
14.24,14.24,10,10.18,90,93.71
14.26,14.26,10,10.19,90,93.81
14.28,14.28,10,10.23,90,93.83
14.3,14.3,10,10.27,90,93.66
14.32,14.32,10,10.29,90,93.55
14.34,14.34,10,10.31,90,93.48
14.36,14.36,10,10.32,90,93.44
14.38,14.38,10,10.32,90,93.37
14.4,14.4,10,10.28,90,93.48
14.42,14.42,10,10.24,90,93.68
14.44,14.44,10,10.21,90,93.83
14.46,14.46,10,10.18,90,94.02
14.48,14.48,10,10.16,90,94.11
14.5,14.5,10,10.16,90,94.14
14.52,14.52,10,10.17,90,94.1
14.54,14.54,10,10.18,90,94.04
14.57,14.57,10,10.2,90,93.95
14.59,14.59,10,10.21,90,93.86
14.61,14.61,10,10.22,90,93.81
14.63,14.63,10,10.23,90,93.85
14.65,14.65,10,10.21,90,93.92
14.67,14.67,10,10.2,90,94.03
14.69,14.69,10,10.2,90,94.08
14.71,14.71,10,10.19,90,94.06
14.73,14.73,10,10.2,90,94.02
14.75,14.75,10,10.22,90,93.98
14.77,14.77,10,10.22,90,93.92
14.79,14.79,10,10.24,90,93.85
14.81,14.81,10,10.26,90,93.79
14.83,14.83,10,10.28,90,93.76
14.85,14.85,10,10.28,90,93.73
14.87,14.87,10,10.28,90,93.73
14.89,14.89,10,10.27,90,93.66
14.92,14.92,10,10.26,90,93.61
14.94,14.94,10,10.24,90,93.67
14.96,14.96,10,10.24,90,93.7
14.98,14.98,10,10.23,90,93.7
15,15,10,10.24,90,93.59
15.02,15.02,10,10.23,90,93.48
15.04,15.04,10,10.24,90,93.49
15.06,15.06,10,10.24,90,93.48
15.08,15.08,10,10.21,90,93.35
15.1,15.1,10,10.18,90,93.36
15.12,15.12,10,10.2,90,93.41
15.14,15.14,10,10.19,90,93.43
15.16,15.16,10,10.15,90,93.48
15.18,15.18,10,10.14,90,93.52
15.2,15.2,10,10.15,90,93.53
15.22,15.22,10,10.15,90,93.48
15.24,15.24,10,10.14,90,93.41
15.26,15.26,10,10.15,90,93.28
15.29,15.29,10,10.13,90,93.33
15.31,15.31,10,10.1,90,93.45
15.33,15.33,10,10.08,90,93.53
15.35,15.35,10,10.08,90,93.56
15.37,15.37,10,10.08,90,93.64
15.39,15.39,10,10.07,90,93.71
15.41,15.41,10,10.06,90,93.75
15.43,15.43,10,10.07,90,93.75
15.45,15.45,10,10.07,90,93.79
15.47,15.47,10,10.06,90,93.83
15.49,15.49,10,10.08,90,93.84
15.51,15.51,10,10.1,90,93.83
15.53,15.53,10,10.11,90,93.78
15.55,15.55,10,10.13,90,93.69
15.57,15.57,10,10.15,90,93.54
15.59,15.59,10,10.18,90,93.35
15.61,15.61,10,10.19,90,93.2
15.63,15.63,10,10.19,90,93.11
15.65,15.65,10,10.2,90,93.1
15.67,15.67,10,10.18,90,93.16
15.7,15.7,10,10.14,90,93.32
15.72,15.72,10,10.08,90,93.55
15.74,15.74,10,10.05,90,93.8
15.76,15.76,10,10.01,90,93.93
15.78,15.78,10,9.98,90,93.98
15.8,15.8,10,9.99,90,93.9
15.82,15.82,10,10.03,90,93.71
15.84,15.84,10,10.06,90,93.52
15.86,15.86,10,10.11,90,93.32
15.88,15.88,10,10.16,90,93.17
15.9,15.9,10,10.16,90,93.02
15.92,15.92,10,10.16,90,92.86
15.94,15.94,10,10.17,90,92.8
15.96,15.96,10,10.18,90,92.82
15.98,15.98,10,10.17,90,92.87
16,16,10,10.17,90,92.93
16.02,16.02,10,10.16,90,93.02
16.04,16.04,10,10.15,90,93.09
16.07,16.07,10,10.14,90,93.07
16.09,16.09,10,10.15,90,93.09
16.11,16.11,10,10.15,90,93.13
16.13,16.13,10,10.15,90,93.14
16.15,16.15,10,10.13,90,93.14
16.17,16.17,10,10.12,90,93.17
16.19,16.19,10,10.11,90,93.26
16.21,16.21,10,10.11,90,93.33
16.23,16.23,10,10.12,90,93.37
16.25,16.25,10,10.13,90,93.4
16.27,16.27,10,10.14,90,93.4
16.29,16.29,10,10.13,90,93.4
16.31,16.31,10,10.13,90,93.4
16.33,16.33,10,10.11,90,93.44
16.35,16.35,10,10.05,90,93.63
16.37,16.37,10,10.03,90,93.75
16.39,16.39,10,10.02,90,93.86
16.41,16.41,10,10.01,90,93.92
16.43,16.43,10,10.01,90,93.98
16.45,16.45,10,10.01,90,93.99
16.48,16.48,10,10.02,90,93.92
16.5,16.5,10,10.02,90,93.82
16.52,16.52,10,10.03,90,93.74
16.54,16.54,10,10.05,90,93.68
16.56,16.56,10,10.07,90,93.59
16.58,16.58,10,10.08,90,93.5
16.6,16.6,10,10.09,90,93.32
16.62,16.62,10,10.11,90,93.23
16.64,16.64,10,10.12,90,93.19
16.66,16.66,10,10.12,90,93.16
16.68,16.68,10,10.12,90,93.15
16.7,16.7,10,10.12,90,93.13
16.72,16.72,10,10.1,90,93.21
16.74,16.74,10,10.05,90,93.47
16.76,16.76,10,9.98,90,93.75
16.78,16.78,10,9.94,90,93.93
16.8,16.8,10,9.92,90,94.04
16.82,16.82,10,9.9,90,94.15
16.85,16.85,10,9.91,90,94.04
16.87,16.87,10,9.94,90,93.86
16.89,16.89,10,9.98,90,93.71
16.91,16.91,10,10.02,90,93.56
16.93,16.93,10,10.04,90,93.43
16.95,16.95,10,10.06,90,93.34
16.97,16.97,10,10.05,90,93.38
16.99,16.99,10,10.04,90,93.46
17.01,17.01,10,10.01,90,93.67
17.03,17.03,10,9.99,90,93.79
17.05,17.05,10,9.97,90,93.85
17.07,17.07,10,9.96,90,93.89
17.09,17.09,10,9.95,90,93.94
17.11,17.11,10,9.93,90,93.96
17.13,17.13,10,9.92,90,93.99
17.15,17.15,10,9.9,90,94.01
17.17,17.17,10,9.91,90,93.96
17.19,17.19,10,9.91,90,93.87
17.22,17.22,10,9.92,90,93.82
17.24,17.24,10,9.93,90,93.78
17.26,17.26,10,9.96,90,93.74
17.28,17.28,10,9.96,90,93.65
17.3,17.3,10,9.95,90,93.56
17.32,17.32,10,9.96,90,93.46
17.34,17.34,10,9.97,90,93.35
17.36,17.36,10,9.97,90,93.29
17.38,17.38,10,9.97,90,93.28
17.4,17.4,10,9.96,90,93.33
17.42,17.42,10,9.95,90,93.37
17.44,17.44,10,9.94,90,93.41
17.46,17.46,10,9.94,90,93.43
17.48,17.48,10,9.95,90,93.45
17.5,17.5,10,9.98,90,93.33
17.52,17.52,10,10.02,90,93.18
17.54,17.54,10,10.05,90,93.03
17.56,17.56,10,10.07,90,92.92
17.58,17.58,10,10.08,90,92.87
17.61,17.61,10,10.08,90,92.81
17.63,17.63,10,10.07,90,92.88
17.65,17.65,10,10.05,90,93.01
17.67,17.67,10,10.02,90,93.17
17.69,17.69,10,9.99,90,93.33
17.71,17.71,10,9.98,90,93.41
17.73,17.73,10,9.97,90,93.52
17.75,17.75,10,9.97,90,93.48
17.77,17.77,10,10,90,93.3
17.79,17.79,10,10.04,90,93.2
17.81,17.81,10,10.07,90,93.17
17.83,17.83,10,10.07,90,93.12
17.85,17.85,10,10.07,90,93.08
17.87,17.87,10,10.08,90,93.06
17.89,17.89,10,10.07,90,93.03
17.91,17.91,10,10.05,90,93.04
17.93,17.93,10,10.05,90,93.07
17.95,17.95,10,10.03,90,93.12
17.97,17.97,10,10.01,90,93.14
18,18,10,9.99,90,93.16
18.02,18.02,10,9.96,90,93.31
18.04,18.04,10,9.91,90,93.53
18.06,18.06,10,9.87,90,93.76
18.08,18.08,10,9.85,90,93.92
18.1,18.1,10,9.83,90,94.03
18.12,18.12,10,9.82,90,94.05
18.14,18.14,10,9.84,90,94.04
18.16,18.16,10,9.85,90,94.06
18.18,18.18,10,9.86,90,94.05
18.2,18.2,10,9.86,90,94
18.22,18.22,10,9.87,90,93.97
18.24,18.24,10,9.89,90,93.94
18.26,18.26,10,9.9,90,93.86
18.28,18.28,10,9.91,90,93.79
18.3,18.3,10,9.93,90,93.74
18.32,18.32,10,9.94,90,93.68
18.34,18.34,10,9.92,90,93.66
18.37,18.37,10,9.92,90,93.67
18.39,18.39,10,9.93,90,93.71
18.41,18.41,10,9.91,90,93.79
18.43,18.43,10,9.88,90,93.85
18.45,18.45,10,9.87,90,93.81
18.47,18.47,10,9.88,90,93.79
18.49,18.49,10,9.86,90,93.82
18.51,18.51,10,9.86,90,93.79
18.53,18.53,10,9.88,90,93.78
18.55,18.55,10,9.88,90,93.81
18.57,18.57,10,9.84,90,93.9
18.59,18.59,10,9.81,90,93.95
18.61,18.61,10,9.81,90,94
18.63,18.63,10,9.81,90,94.02
18.65,18.65,10,9.81,90,94.02
18.67,18.67,10,9.81,90,94.01
18.69,18.69,10,9.84,90,93.98
18.71,18.71,10,9.85,90,93.96
18.73,18.73,10,9.84,90,93.93
18.76,18.76,10,9.85,90,93.81
18.78,18.78,10,9.85,90,93.8
18.8,18.8,10,9.84,90,93.89
18.82,18.82,10,9.82,90,94
18.84,18.84,10,9.82,90,94.07
18.86,18.86,10,9.82,90,94.13
18.88,18.88,10,9.81,90,94.17
18.9,18.9,10,9.8,90,94.17
18.92,18.92,10,9.79,90,94.27
18.94,18.94,10,9.78,90,94.34
18.96,18.96,10,9.78,90,94.34
18.98,18.98,10,9.77,90,94.33
19,19,10,9.76,90,94.31
19.02,19.02,10,9.76,90,94.29
19.04,19.04,10,9.78,90,94.2
19.06,19.06,10,9.81,90,94.04
19.08,19.08,10,9.83,90,93.91
19.1,19.1,10,9.85,90,93.85
19.12,19.12,10,9.86,90,93.78
19.15,19.15,10,9.87,90,93.76
19.17,19.17,10,9.86,90,93.72
19.19,19.19,10,9.85,90,93.71
19.21,19.21,10,9.86,90,93.75
19.23,19.23,10,9.86,90,93.71
19.25,19.25,10,9.85,90,93.73
19.27,19.27,10,9.85,90,93.78
19.29,19.29,10,9.84,90,93.82
19.31,19.31,10,9.83,90,93.89
19.33,19.33,10,9.81,90,93.97
19.35,19.35,10,9.79,90,94.12
19.37,19.37,10,9.77,90,94.19
19.39,19.39,10,9.76,90,94.22
19.41,19.41,10,9.76,90,94.24
19.43,19.43,10,9.77,90,94.12
19.45,19.45,10,9.78,90,94.06
19.47,19.47,10,9.79,90,94.02
19.49,19.49,10,9.81,90,93.96
19.51,19.51,10,9.82,90,93.94
19.54,19.54,10,9.84,90,93.86
19.56,19.56,10,9.85,90,93.8
19.58,19.58,10,9.84,90,93.71
19.6,19.6,10,9.83,90,93.6
19.62,19.62,10,9.84,90,93.59
19.64,19.64,10,9.85,90,93.62
19.66,19.66,10,9.84,90,93.62
19.68,19.68,10,9.84,90,93.64
19.7,19.7,10,9.84,90,93.69
19.72,19.72,10,9.85,90,93.74
19.74,19.74,10,9.84,90,93.77
19.76,19.76,10,9.82,90,93.79
19.79,19.79,10,9.87,90,93.74
19.81,19.81,10,9.91,90,93.63
19.83,19.83,10,9.91,90,93.64
19.85,19.85,10,9.85,90,93.73
19.87,19.87,10,9.85,90,93.68
19.89,19.89,10,9.87,90,93.65
19.91,19.91,10,9.85,90,93.68
19.93,19.93,10,9.81,90,93.73
19.95,19.95,10,9.83,90,93.69
19.97,19.97,10,9.86,90,93.7
19.99,19.99,10,9.85,90,93.71
0,20,20,9.83,90,93.66
0.02,20.02,20,9.84,90,93.68
0.04,20.04,20,9.86,90,93.7
0.06,20.06,20,9.83,90,93.72
0.08,20.08,20,9.81,90,93.79
0.1,20.1,20,9.8,90,93.98
0.12,20.12,20,9.78,90,94.09
0.14,20.14,20,9.75,90,94.14
0.16,20.16,20,9.74,90,94.24
0.19,20.19,20,9.75,90,94.36
0.21,20.21,20,9.75,90,94.32
0.23,20.23,20,9.74,90,94.29
0.25,20.25,20,9.74,90,94.28
0.27,20.27,20,9.71,90,94.29
0.29,20.29,20,9.7,90,94.22
0.31,20.31,20,9.76,90,94.07
0.33,20.33,20,9.75,90,94.26
0.35,20.35,20,9.74,90,94.46
0.37,20.37,20,9.75,90,94.43
0.39,20.39,20,9.78,90,93.87
0.41,20.41,20,9.84,90,93.69
0.43,20.43,20,9.97,90,94.36
0.45,20.45,20,9.99,90,94.28
0.47,20.47,20,9.88,90,93.7
0.49,20.49,20,10.06,90,93.71
0.51,20.51,20,10.34,90,93.58
0.53,20.53,20,10.24,90,92.83
0.55,20.55,20,10.04,90,92.55
0.58,20.58,20,10.17,90,92.43
0.6,20.6,20,10.39,90,92.03
0.62,20.62,20,10.34,90,91.91
0.64,20.64,20,10.32,90,92.3
0.66,20.66,20,10.48,90,92.11
0.68,20.68,20,10.63,90,91.24
0.7,20.7,20,10.65,90,90.11
0.72,20.72,20,10.83,90,90.02
0.74,20.74,20,11.13,90,89.82
0.76,20.76,20,11.23,90,88.48
0.78,20.78,20,11.33,90,87.39
0.8,20.8,20,11.49,90,87.59
0.82,20.82,20,11.77,90,87.85
0.84,20.84,20,11.96,90,87.31
0.86,20.86,20,11.83,90,86.44
0.88,20.88,20,11.96,90,85.99
0.9,20.9,20,12.36,90,85.64
0.92,20.92,20,12.45,90,84.96
0.95,20.95,20,12.4,90,84.28
0.97,20.97,20,12.63,90,83.84
0.99,20.99,20,12.94,90,83.36
1.01,21.01,20,13.07,90,82.83
1.03,21.03,20,13.17,90,82.44
1.05,21.05,20,13.38,90,82.22
1.07,21.07,20,13.7,90,81.32
1.09,21.09,20,13.84,90,80.32
1.11,21.11,20,14.05,90,80.04
1.13,21.13,20,14.4,90,80.14
1.15,21.15,20,14.62,90,79.82
1.17,21.17,20,14.69,90,79.52
1.19,21.19,20,14.81,90,79.7
1.21,21.21,20,15.1,90,79.7
1.23,21.23,20,15.33,90,79.07
1.25,21.25,20,15.5,90,78.55
1.27,21.27,20,16.01,90,78.3
1.29,21.29,20,16.38,90,78.14
1.31,21.31,20,16.45,90,77.9
1.34,21.34,20,16.49,90,77.74
1.36,21.36,20,16.67,90,77.82
1.38,21.38,20,16.74,90,77.87
1.4,21.4,20,16.7,90,77.74
1.42,21.42,20,16.72,90,77.71
1.44,21.44,20,16.86,90,77.84
1.46,21.46,20,17,90,77.76
1.48,21.48,20,16.96,90,77.37
1.5,21.5,20,17.21,90,77.32
1.52,21.52,20,17.5,90,77.34
1.54,21.54,20,17.63,90,77.18
1.56,21.56,20,17.94,90,77.21
1.58,21.58,20,18.08,90,77.17
1.6,21.6,20,18.08,90,76.98
1.62,21.62,20,18.21,90,76.93
1.64,21.64,20,18.35,90,76.93
1.66,21.66,20,18.45,90,76.82
1.68,21.68,20,18.59,90,76.89
1.7,21.7,20,18.74,90,76.9
1.73,21.73,20,19.02,90,77.03
1.75,21.75,20,19.14,90,77.15
1.77,21.77,20,19.13,90,77.07
1.79,21.79,20,19.2,90,76.99
1.81,21.81,20,19.27,90,76.95
1.83,21.83,20,19.41,90,77.1
1.85,21.85,20,19.6,90,77.16
1.87,21.87,20,19.52,90,76.99
1.89,21.89,20,19.83,90,77.49
1.91,21.91,20,20.02,90,77.66
1.93,21.93,20,19.86,90,77.35
1.95,21.95,20,19.79,90,77.23
1.97,21.97,20,19.93,90,77.4
1.99,21.99,20,20.09,90,77.64
2.01,22.01,20,20.08,90,77.65
2.03,22.03,20,20.08,90,77.6
2.05,22.05,20,20.23,90,77.66
2.07,22.07,20,20.18,90,77.61
2.09,22.09,20,20.1,90,77.53
2.12,22.12,20,20.18,90,77.48
2.14,22.14,20,20.39,90,77.57
2.16,22.16,20,20.42,90,77.47
2.18,22.18,20,20.36,90,77.13
2.2,22.2,20,20.53,90,77.26
2.22,22.22,20,20.65,90,77.51
2.24,22.24,20,20.61,90,77.4
2.26,22.26,20,20.56,90,77.17
2.28,22.28,20,20.78,90,77.35
2.3,22.3,20,20.97,90,77.5
2.32,22.32,20,21.02,90,77.44
2.34,22.34,20,20.98,90,77.3
2.36,22.36,20,21.01,90,77.37
2.38,22.38,20,20.92,90,77.36
2.4,22.4,20,20.87,90,77.37
2.42,22.42,20,20.95,90,77.54
2.44,22.44,20,20.84,90,77.49
2.46,22.46,20,20.82,90,77.52
2.49,22.49,20,20.95,90,77.71
2.51,22.51,20,20.97,90,77.78
2.53,22.53,20,20.98,90,77.65
2.55,22.55,20,21.08,90,77.7
2.57,22.57,20,21.2,90,77.9
2.59,22.59,20,21.23,90,77.96
2.61,22.61,20,21.18,90,77.83
2.63,22.63,20,21.24,90,77.77
2.65,22.65,20,21.45,90,77.91
2.67,22.67,20,21.43,90,77.85
2.69,22.69,20,21.42,90,77.79
2.71,22.71,20,21.67,90,78.06
2.73,22.73,20,21.85,90,78.28
2.75,22.75,20,21.67,90,78.11
2.77,22.77,20,21.59,90,78.07
2.79,22.79,20,21.65,90,78.28
2.81,22.81,20,21.65,90,78.4
2.83,22.83,20,21.55,90,78.31
2.85,22.85,20,21.52,90,78.36
2.88,22.88,20,21.58,90,78.5
2.9,22.9,20,21.56,90,78.51
2.92,22.92,20,21.5,90,78.5
2.94,22.94,20,21.48,90,78.54
2.96,22.96,20,21.51,90,78.6
2.98,22.98,20,21.53,90,78.63
3,23,20,21.52,90,78.61
3.02,23.02,20,21.53,90,78.64
3.04,23.04,20,21.46,90,78.6
3.06,23.06,20,21.39,90,78.6
3.08,23.08,20,21.41,90,78.75
3.1,23.1,20,21.46,90,78.9
3.12,23.12,20,21.47,90,78.92
3.14,23.14,20,21.44,90,78.84
3.16,23.16,20,21.53,90,78.86
3.18,23.18,20,21.58,90,78.79
3.2,23.2,20,21.57,90,78.65
3.22,23.22,20,21.56,90,78.56
3.24,23.24,20,21.68,90,78.57
3.27,23.27,20,21.72,90,78.54
3.29,23.29,20,21.73,90,78.54
3.31,23.31,20,21.85,90,78.54
3.33,23.33,20,21.94,90,78.47
3.35,23.35,20,22.03,90,78.46
3.37,23.37,20,22.05,90,78.44
3.39,23.39,20,22.08,90,78.42
3.41,23.41,20,22.07,90,78.41
3.43,23.43,20,21.98,90,78.42
3.45,23.45,20,21.95,90,78.53
3.47,23.47,20,21.92,90,78.69
3.49,23.49,20,21.85,90,78.75
3.51,23.51,20,21.85,90,78.87
3.53,23.53,20,21.87,90,78.95
3.55,23.55,20,21.89,90,78.92
3.57,23.57,20,21.91,90,78.89
3.59,23.59,20,21.92,90,78.85
3.61,23.61,20,21.96,90,78.84
3.63,23.63,20,21.98,90,78.84
3.66,23.66,20,22.01,90,78.85
3.68,23.68,20,22.06,90,78.84
3.7,23.7,20,22.09,90,78.82
3.72,23.72,20,22.11,90,78.8
3.74,23.74,20,22.11,90,78.79
3.76,23.76,20,22.13,90,78.8
3.78,23.78,20,22.13,90,78.79
3.8,23.8,20,22.13,90,78.76
3.82,23.82,20,22.16,90,78.73
3.84,23.84,20,22.18,90,78.7
3.86,23.86,20,22.17,90,78.67
3.88,23.88,20,22.16,90,78.63
3.9,23.9,20,22.15,90,78.61
3.92,23.92,20,22.14,90,78.61
3.94,23.94,20,22.08,90,78.61
3.96,23.96,20,22.03,90,78.6
3.98,23.98,20,22,90,78.74
4,24,20,21.99,90,78.96
4.02,24.02,20,21.98,90,78.93
4.05,24.05,20,21.97,90,78.84
4.07,24.07,20,21.93,90,78.91
4.09,24.09,20,21.92,90,79.1
4.11,24.11,20,21.93,90,79.13
4.13,24.13,20,21.91,90,79.15
4.15,24.15,20,21.91,90,79.27
4.17,24.17,20,21.91,90,79.3
4.19,24.19,20,21.9,90,79.32
4.21,24.21,20,21.89,90,79.44
4.23,24.23,20,21.87,90,79.58
4.25,24.25,20,21.87,90,79.39
4.27,24.27,20,21.86,90,79.46
4.29,24.29,20,21.86,90,79.6
4.31,24.31,20,21.89,90,79.46
4.33,24.33,20,21.83,90,79.48
4.35,24.35,20,21.8,90,79.67
4.38,24.38,20,21.83,90,79.79
4.4,24.4,20,21.85,90,79.72
4.42,24.42,20,21.81,90,79.65
4.44,24.44,20,21.78,90,79.74
4.46,24.46,20,21.82,90,79.69
4.48,24.48,20,21.82,90,79.71
4.5,24.5,20,21.81,90,79.76
4.52,24.52,20,21.84,90,79.63
4.54,24.54,20,21.9,90,79.54
4.56,24.56,20,21.94,90,79.73
4.58,24.58,20,21.94,90,80
4.6,24.6,20,21.94,90,79.98
4.62,24.62,20,21.91,90,80.02
4.64,24.64,20,21.9,90,80.06
4.66,24.66,20,21.91,90,79.98
4.68,24.68,20,21.91,90,79.95
4.7,24.7,20,21.92,90,80.01
4.72,24.72,20,21.99,90,80.04
4.74,24.74,20,22.04,90,80.01
4.77,24.77,20,22.06,90,80.01
4.79,24.79,20,22.08,90,79.97
4.81,24.81,20,22.09,90,79.9
4.83,24.83,20,22.06,90,80.08
4.85,24.85,20,22.02,90,80.39
4.87,24.87,20,21.98,90,80.5
4.89,24.89,20,21.9,90,80.37
4.91,24.91,20,21.81,90,80.37
4.93,24.93,20,21.79,90,80.53
4.95,24.95,20,21.8,90,80.55
4.97,24.97,20,21.78,90,80.56
4.99,24.99,20,21.76,90,80.58
5.01,25.01,20,21.78,90,80.58
5.03,25.03,20,21.83,90,80.64
5.05,25.05,20,21.82,90,80.74
5.07,25.07,20,21.81,90,80.76
5.09,25.09,20,21.84,90,80.72
5.11,25.11,20,21.83,90,80.89
5.13,25.13,20,21.82,90,80.97
5.16,25.16,20,21.84,90,80.92
5.18,25.18,20,21.87,90,80.97
5.2,25.2,20,21.88,90,81.18
5.22,25.22,20,21.92,90,81.24
5.24,25.24,20,21.92,90,81.14
5.26,25.26,20,21.89,90,81.24
5.28,25.28,20,21.86,90,81.26
5.3,25.3,20,21.86,90,81.18
5.32,25.32,20,21.85,90,81.1
5.34,25.34,20,21.83,90,80.99
5.36,25.36,20,21.86,90,80.9
5.38,25.38,20,21.88,90,80.91
5.4,25.4,20,21.88,90,81.13
5.42,25.42,20,21.92,90,81.11
5.44,25.44,20,21.91,90,81.17
5.46,25.46,20,21.92,90,81.31
5.48,25.48,20,21.95,90,81.3
5.5,25.5,20,21.93,90,81.13
5.52,25.52,20,21.93,90,81.06
5.55,25.55,20,21.94,90,81.08
5.57,25.57,20,21.99,90,81.03
5.59,25.59,20,22.03,90,81.01
5.61,25.61,20,22.09,90,81.12
5.63,25.63,20,22.12,90,81.06
5.65,25.65,20,22.12,90,81
5.67,25.67,20,22.13,90,81.28
5.69,25.69,20,22.16,90,81.49
5.71,25.71,20,22.18,90,81.46
5.73,25.73,20,22.19,90,81.39
5.75,25.75,20,22.1,90,81.61
5.77,25.77,20,22.05,90,81.74
5.79,25.79,20,21.98,90,81.78
5.81,25.81,20,21.94,90,81.85
5.83,25.83,20,21.95,90,81.94
5.85,25.85,20,21.94,90,81.89
5.87,25.87,20,21.93,90,81.79
5.9,25.9,20,21.96,90,81.84
5.92,25.92,20,22.02,90,81.83
5.94,25.94,20,22.06,90,81.75
5.96,25.96,20,22.07,90,81.85
5.98,25.98,20,22.12,90,82.15
6,26,20,22.13,90,82.24
6.02,26.02,20,22.08,90,82.23
6.04,26.04,20,22.01,90,82.31
6.06,26.06,20,21.97,90,82.38
6.08,26.08,20,21.89,90,82.3
6.1,26.1,20,21.8,90,82.42
6.12,26.12,20,21.77,90,82.77
6.14,26.14,20,21.77,90,82.96
6.16,26.16,20,21.67,90,83.08
6.18,26.18,20,21.52,90,83.44
6.2,26.2,20,21.47,90,83.85
6.22,26.22,20,21.47,90,83.9
6.24,26.24,20,21.43,90,83.82
6.26,26.26,20,21.49,90,84.04
6.28,26.28,20,21.54,90,84.26
6.31,26.31,20,21.53,90,84.07
6.33,26.33,20,21.52,90,83.97
6.35,26.35,20,21.52,90,83.99
6.37,26.37,20,21.55,90,83.96
6.39,26.39,20,21.65,90,83.85
6.41,26.41,20,21.77,90,83.77
6.43,26.43,20,21.89,90,83.61
6.45,26.45,20,21.97,90,83.42
6.47,26.47,20,21.98,90,83.41
6.49,26.49,20,21.99,90,83.31
6.51,26.51,20,21.97,90,83.18
6.53,26.53,20,21.95,90,83.36
6.55,26.55,20,21.97,90,83.76
6.57,26.57,20,21.91,90,83.85
6.59,26.59,20,21.82,90,83.83
6.61,26.61,20,21.77,90,84.02
6.63,26.63,20,21.74,90,84.14
6.65,26.65,20,21.7,90,84.12
6.67,26.67,20,21.64,90,84.07
6.7,26.7,20,21.71,90,84.25
6.72,26.72,20,21.73,90,84.32
6.74,26.74,20,21.66,90,84.29
6.76,26.76,20,21.6,90,84.28
6.78,26.78,20,21.6,90,84.3
6.8,26.8,20,21.62,90,84.39
6.82,26.82,20,21.61,90,84.58
6.84,26.84,20,21.59,90,84.85
6.86,26.86,20,21.57,90,84.77
6.88,26.88,20,21.52,90,84.79
6.9,26.9,20,21.46,90,85.01
6.92,26.92,20,21.42,90,85.11
6.94,26.94,20,21.39,90,85.06
6.96,26.96,20,21.38,90,85.21
6.98,26.98,20,21.36,90,85.47
7,27,20,21.37,90,85.48
7.02,27.02,20,21.32,90,85.45
7.04,27.04,20,21.3,90,85.57
7.07,27.07,20,21.37,90,85.49
7.09,27.09,20,21.4,90,85.24
7.11,27.11,20,21.4,90,85.26
7.13,27.13,20,21.4,90,85.55
7.15,27.15,20,21.43,90,85.56
7.17,27.17,20,21.44,90,85.38
7.19,27.19,20,21.39,90,85.61
7.21,27.21,20,21.45,90,85.6
7.23,27.23,20,21.53,90,85.41
7.25,27.25,20,21.48,90,85.56
7.27,27.27,20,21.48,90,85.56
7.29,27.29,20,21.5,90,85.45
7.31,27.31,20,21.51,90,85.46
7.33,27.33,20,21.48,90,85.64
7.35,27.35,20,21.55,90,85.62
7.37,27.37,20,21.58,90,85.57
7.39,27.39,20,21.53,90,85.7
7.41,27.41,20,21.45,90,85.88
7.43,27.43,20,21.43,90,85.93
7.46,27.46,20,21.41,90,85.92
7.48,27.48,20,21.34,90,86.1
7.5,27.5,20,21.28,90,86.22
7.52,27.52,20,21.3,90,86.26
7.54,27.54,20,21.33,90,86.29
7.56,27.56,20,21.28,90,86.29
7.58,27.58,20,21.2,90,86.28
7.6,27.6,20,21.16,90,86.26
7.62,27.62,20,21.12,90,86.21
7.64,27.64,20,21.1,90,86.22
7.66,27.66,20,21.12,90,86.45
7.68,27.68,20,21.13,90,86.58
7.7,27.7,20,21.1,90,86.52
7.72,27.72,20,21.07,90,86.66
7.74,27.74,20,21.11,90,86.82
7.76,27.76,20,21.15,90,86.9
7.78,27.78,20,21.13,90,86.86
7.8,27.8,20,21.13,90,86.9
7.83,27.83,20,21.17,90,87.03
7.85,27.85,20,21.22,90,86.96
7.87,27.87,20,21.18,90,86.85
7.89,27.89,20,21.18,90,86.98
7.91,27.91,20,21.22,90,87.08
7.93,27.93,20,21.22,90,86.97
7.95,27.95,20,21.15,90,86.98
7.97,27.97,20,21.11,90,87.36
7.99,27.99,20,21.13,90,87.75
8.01,28.01,20,21.02,90,87.68
8.03,28.03,20,20.87,90,87.72
8.05,28.05,20,20.83,90,87.89
8.07,28.07,20,20.88,90,87.81
8.09,28.09,20,20.88,90,87.74
8.11,28.11,20,20.83,90,87.76
8.13,28.13,20,20.91,90,87.67
8.15,28.15,20,20.95,90,87.75
8.17,28.17,20,20.94,90,88.04
8.19,28.19,20,20.95,90,88.07
8.22,28.22,20,20.99,90,87.96
8.24,28.24,20,21,90,88.15
8.26,28.26,20,21.02,90,88.24
8.28,28.28,20,21.02,90,88.13
8.3,28.3,20,20.98,90,88.16
8.32,28.32,20,21,90,88.2
8.34,28.34,20,21.05,90,88.14
8.36,28.36,20,21.08,90,88.12
8.38,28.38,20,21.11,90,88.11
8.4,28.4,20,21.14,90,88.04
8.42,28.42,20,21.17,90,87.98
8.44,28.44,20,21.13,90,87.96
8.46,28.46,20,21.08,90,88.01
