time,continuous_time,target_inclination,sensor_inclination,target_orientation,sensor_orientation
2.88,42.88,20,18.67,135,113.42
2.9,42.9,20,18.79,135,113.91
2.92,42.92,20,18.67,135,114.09
2.94,42.94,20,18.6,135,114.24
2.96,42.96,20,18.64,135,114.56
2.98,42.98,20,18.71,135,114.58
3,43,20,18.65,135,114.48
3.02,43.02,20,18.64,135,114.77
3.04,43.04,20,18.62,135,114.77
3.06,43.06,20,18.56,135,114.71
3.08,43.08,20,18.55,135,114.91
3.11,43.11,20,18.58,135,114.87
3.13,43.13,20,18.68,135,114.92
3.15,43.15,20,18.77,135,115.07
3.17,43.17,20,18.79,135,115.23
3.19,43.19,20,18.79,135,115.35
3.21,43.21,20,18.84,135,115.45
3.23,43.23,20,18.86,135,115.57
3.25,43.25,20,18.81,135,115.49
3.27,43.27,20,18.77,135,115.51
3.29,43.29,20,18.75,135,115.8
3.31,43.31,20,18.69,135,116.05
3.33,43.33,20,18.62,135,116.15
3.35,43.35,20,18.59,135,116.26
3.37,43.37,20,18.58,135,116.48
3.39,43.39,20,18.67,135,116.65
3.41,43.41,20,18.71,135,116.69
3.43,43.43,20,18.69,135,116.73
3.45,43.45,20,18.66,135,116.73
3.47,43.47,20,18.71,135,116.67
3.5,43.5,20,18.81,135,116.47
3.52,43.52,20,18.82,135,116.47
3.54,43.54,20,18.71,135,116.85
3.56,43.56,20,18.67,135,117.21
3.58,43.58,20,18.68,135,117.5
3.6,43.6,20,18.65,135,117.9
3.62,43.62,20,18.57,135,118.22
3.64,43.64,20,18.61,135,118.29
3.66,43.66,20,18.72,135,118.42
3.68,43.68,20,18.72,135,118.51
3.7,43.7,20,18.73,135,118.21
3.72,43.72,20,18.79,135,117.95
3.74,43.74,20,18.86,135,117.79
3.76,43.76,20,18.85,135,117.5
3.78,43.78,20,18.8,135,117.39
3.8,43.8,20,18.84,135,117.54
3.82,43.82,20,18.86,135,117.6
3.84,43.84,20,18.83,135,117.65
3.86,43.86,20,18.84,135,117.81
3.89,43.89,20,18.87,135,117.95
3.91,43.91,20,18.82,135,117.95
3.93,43.93,20,18.8,135,117.91
3.95,43.95,20,18.82,135,118.31
3.97,43.97,20,18.72,135,118.56
3.99,43.99,20,18.64,135,118.77
4.01,44.01,20,18.64,135,119
4.03,44.03,20,18.67,135,119.19
4.05,44.05,20,18.67,135,119.38
4.07,44.07,20,18.64,135,119.6
4.09,44.09,20,18.63,135,119.52
4.11,44.11,20,18.59,135,119.48
4.13,44.13,20,18.63,135,119.58
4.15,44.15,20,18.78,135,119.64
4.17,44.17,20,18.89,135,119.52
4.19,44.19,20,18.82,135,119.44
4.21,44.21,20,18.77,135,119.54
4.23,44.23,20,18.86,135,119.36
4.25,44.25,20,18.88,135,119.23
4.28,44.28,20,18.82,135,119.29
4.3,44.3,20,18.87,135,119.16
4.32,44.32,20,18.93,135,119.16
4.34,44.34,20,18.94,135,119.46
4.36,44.36,20,18.88,135,119.99
4.38,44.38,20,18.88,135,120.25
4.4,44.4,20,18.91,135,120.42
4.42,44.42,20,18.86,135,120.9
4.44,44.44,20,18.84,135,120.99
4.46,44.46,20,18.91,135,120.7
4.48,44.48,20,18.94,135,120.54
4.5,44.5,20,18.89,135,120.42
4.52,44.52,20,18.89,135,120.22
4.54,44.54,20,18.94,135,120.2
4.56,44.56,20,18.98,135,120.18
4.58,44.58,20,18.96,135,120.04
4.6,44.6,20,18.88,135,120.12
4.62,44.62,20,18.83,135,120.36
4.65,44.65,20,18.77,135,120.44
4.67,44.67,20,18.75,135,120.38
4.69,44.69,20,18.72,135,120.68
4.71,44.71,20,18.66,135,121.22
4.73,44.73,20,18.69,135,121.2
4.75,44.75,20,18.85,135,121.02
4.77,44.77,20,18.82,135,121.37
4.79,44.79,20,18.76,135,121.58
4.81,44.81,20,18.79,135,121.55
4.83,44.83,20,18.82,135,121.63
4.85,44.85,20,18.78,135,121.87
4.87,44.87,20,18.79,135,122.09
4.89,44.89,20,18.82,135,122.45
4.91,44.91,20,18.77,135,122.78
4.93,44.93,20,18.76,135,122.82
4.95,44.95,20,18.75,135,122.77
4.97,44.97,20,18.73,135,122.9
4.99,44.99,20,18.8,135,122.96
5.01,45.01,20,18.87,135,123.05
5.04,45.04,20,18.84,135,123.3
5.06,45.06,20,18.78,135,123.38
5.08,45.08,20,18.8,135,123.4
5.1,45.1,20,18.86,135,123.49
5.12,45.12,20,18.86,135,123.75
5.14,45.14,20,18.82,135,124.18
5.16,45.16,20,18.9,135,124.27
5.18,45.18,20,18.96,135,124.42
5.2,45.2,20,18.91,135,124.76
5.22,45.22,20,18.82,135,124.9
5.24,45.24,20,18.81,135,124.89
5.26,45.26,20,18.84,135,124.87
5.28,45.28,20,18.84,135,124.82
5.3,45.3,20,18.81,135,124.64
5.32,45.32,20,18.78,135,124.44
5.34,45.34,20,18.81,135,124.39
5.36,45.36,20,18.8,135,124.54
5.38,45.38,20,18.75,135,124.78
5.4,45.4,20,18.74,135,124.78
5.43,45.43,20,18.77,135,124.91
5.45,45.45,20,18.77,135,125.32
5.47,45.47,20,18.77,135,125.38
5.49,45.49,20,18.86,135,125.74
5.51,45.51,20,18.86,135,126.06
5.53,45.53,20,18.72,135,126.34
5.55,45.55,20,18.86,135,126.33
5.57,45.57,20,19.02,135,126.28
5.59,45.59,20,18.92,135,126.63
5.61,45.61,20,18.8,135,126.96
5.63,45.63,20,18.9,135,126.78
5.65,45.65,20,19,135,126.7
5.67,45.67,20,18.94,135,126.79
5.69,45.69,20,18.9,135,126.65
5.71,45.71,20,19.06,135,126.5
5.73,45.73,20,19.06,135,126.74
5.75,45.75,20,18.93,135,127.05
5.77,45.77,20,18.91,135,127.15
5.8,45.8,20,18.87,135,127.42
5.82,45.82,20,18.88,135,127.49
5.84,45.84,20,18.94,135,127.45
5.86,45.86,20,19.03,135,127.48
5.88,45.88,20,19.02,135,127.9
5.9,45.9,20,18.96,135,128.4
5.92,45.92,20,18.95,135,128.55
5.94,45.94,20,18.97,135,128.78
5.96,45.96,20,18.95,135,129.08
5.98,45.98,20,18.89,135,129.19
6,46,20,18.87,135,129.02
6.02,46.02,20,18.89,135,129.17
6.04,46.04,20,18.87,135,129.36
6.06,46.06,20,18.87,135,129.32
6.08,46.08,20,18.94,135,129.26
6.1,46.1,20,18.99,135,129.28
6.12,46.12,20,19.09,135,129.05
6.14,46.14,20,19.18,135,128.82
6.17,46.17,20,19.17,135,128.99
6.19,46.19,20,19.12,135,129.13
6.21,46.21,20,19.11,135,128.87
6.23,46.23,20,19.18,135,128.5
6.25,46.25,20,19.21,135,128.93
6.27,46.27,20,19.16,135,129.47
6.29,46.29,20,19.09,135,129.5
6.31,46.31,20,19.11,135,129.81
6.33,46.33,20,19.06,135,130.46
6.35,46.35,20,18.93,135,130.66
6.37,46.37,20,18.99,135,130.53
6.39,46.39,20,19.17,135,130.49
6.41,46.41,20,19.16,135,130.43
6.43,46.43,20,19.08,135,130.8
6.45,46.45,20,19.14,135,131.11
6.47,46.47,20,19.29,135,130.99
6.49,46.49,20,19.3,135,130.82
6.51,46.51,20,19.3,135,131.17
6.53,46.53,20,19.36,135,131.47
6.56,46.56,20,19.35,135,131.5
6.58,46.58,20,19.3,135,131.62
6.6,46.6,20,19.3,135,131.76
6.62,46.62,20,19.33,135,131.81
6.64,46.64,20,19.31,135,131.81
6.66,46.66,20,19.31,135,131.87
6.68,46.68,20,19.43,135,131.92
6.7,46.7,20,19.44,135,132
6.72,46.72,20,19.42,135,132.11
6.74,46.74,20,19.43,135,132.17
6.76,46.76,20,19.43,135,132.01
6.78,46.78,20,19.37,135,132.13
6.8,46.8,20,19.39,135,132.54
6.82,46.82,20,19.4,135,132.71
6.84,46.84,20,19.37,135,132.8
6.86,46.86,20,19.42,135,132.94
6.88,46.88,20,19.5,135,133.21
6.9,46.9,20,19.58,135,133.13
6.92,46.92,20,19.65,135,132.87
6.95,46.95,20,19.72,135,132.89
6.97,46.97,20,19.86,135,132.68
6.99,46.99,20,19.92,135,132.55
7.01,47.01,20,19.87,135,132.56
7.03,47.03,20,19.87,135,132.6
7.05,47.05,20,19.83,135,132.59
7.07,47.07,20,19.75,135,132.6
7.09,47.09,20,19.72,135,132.44
7.11,47.11,20,19.7,135,132.5
7.13,47.13,20,19.74,135,132.4
7.15,47.15,20,19.79,135,132.21
7.17,47.17,20,19.84,135,132.31
7.19,47.19,20,19.93,135,132.45
7.21,47.21,20,19.93,135,132.75
7.23,47.23,20,19.91,135,133.05
7.25,47.25,20,19.93,135,133.15
7.27,47.27,20,19.99,135,133.18
7.29,47.29,20,19.99,135,133.18
7.31,47.31,20,19.96,135,133.4
7.34,47.34,20,20,135,133.56
7.36,47.36,20,19.97,135,133.77
7.38,47.38,20,19.96,135,133.92
7.4,47.4,20,19.97,135,133.91
7.42,47.42,20,19.97,135,134.1
7.44,47.44,20,20.03,135,134.25
7.46,47.46,20,20.07,135,134.29
7.48,47.48,20,20.07,135,134.34
7.5,47.5,20,20.08,135,134.44
7.52,47.52,20,20.1,135,134.49
7.54,47.54,20,20.13,135,134.43
7.56,47.56,20,20.11,135,134.58
7.58,47.58,20,20.09,135,134.79
7.6,47.6,20,20.07,135,134.89
7.62,47.62,20,20.04,135,134.92
7.64,47.64,20,20.03,135,134.99
7.66,47.66,20,20.03,135,134.99
7.68,47.68,20,20.04,135,134.84
7.71,47.71,20,20.06,135,134.7
7.73,47.73,20,20.07,135,134.66
7.75,47.75,20,20.1,135,134.52
7.77,47.77,20,20.12,135,134.43
7.79,47.79,20,20.13,135,134.42
7.81,47.81,20,20.15,135,134.39
7.83,47.83,20,20.14,135,134.29
7.85,47.85,20,20.15,135,134.24
7.87,47.87,20,20.17,135,134.22
7.89,47.89,20,20.16,135,134.22
7.91,47.91,20,20.17,135,134.2
7.93,47.93,20,20.17,135,134.2
7.95,47.95,20,20.15,135,134.29
7.97,47.97,20,20.12,135,134.39
7.99,47.99,20,20.12,135,134.49
8.01,48.01,20,20.11,135,134.56
8.03,48.03,20,20.11,135,134.62
8.05,48.05,20,20.11,135,134.7
8.07,48.07,20,20.1,135,134.84
8.1,48.1,20,20.09,135,134.93
8.12,48.12,20,20.09,135,134.97
8.14,48.14,20,20.09,135,135.02
8.16,48.16,20,20.09,135,135.05
8.18,48.18,20,20.09,135,135.09
8.2,48.2,20,20.08,135,135.11
8.22,48.22,20,20.09,135,135.11
8.24,48.24,20,20.09,135,135.09
8.26,48.26,20,20.09,135,135.04
8.28,48.28,20,20.09,135,135.01
8.3,48.3,20,20.09,135,134.98
8.32,48.32,20,20.09,135,134.93
8.34,48.34,20,20.08,135,134.9
8.36,48.36,20,20.09,135,134.89
8.38,48.38,20,20.09,135,134.85
8.4,48.4,20,20.1,135,134.79
8.42,48.42,20,20.1,135,134.78
8.44,48.44,20,20.11,135,134.78
8.46,48.46,20,20.1,135,134.81
8.49,48.49,20,20.09,135,134.84
8.51,48.51,20,20.09,135,134.87
8.53,48.53,20,20.1,135,134.88
8.55,48.55,20,20.1,135,134.88
8.57,48.57,20,20.09,135,134.88
8.59,48.59,20,20.09,135,134.86
8.61,48.61,20,20.08,135,134.86
8.63,48.63,20,20.08,135,134.87
8.65,48.65,20,20.09,135,134.88
8.67,48.67,20,20.09,135,134.88
8.69,48.69,20,20.09,135,134.85
8.71,48.71,20,20.09,135,134.79
8.73,48.73,20,20.09,135,134.72
8.75,48.75,20,20.11,135,134.62
8.77,48.77,20,20.12,135,134.56
8.79,48.79,20,20.12,135,134.52
8.81,48.81,20,20.13,135,134.51
8.83,48.83,20,20.14,135,134.52
8.85,48.85,20,20.13,135,134.62
8.88,48.88,20,20.12,135,134.74
8.9,48.9,20,20.1,135,134.86
8.92,48.92,20,20.09,135,134.92
8.94,48.94,20,20.09,135,134.94
8.96,48.96,20,20.09,135,134.94
8.98,48.98,20,20.08,135,134.96
9,49,20,20.09,135,134.98
9.02,49.02,20,20.09,135,134.98
9.04,49.04,20,20.09,135,134.96
9.06,49.06,20,20.1,135,134.98
9.08,49.08,20,20.11,135,134.99
9.1,49.1,20,20.12,135,135
9.12,49.12,20,20.12,135,135.05
9.14,49.14,20,20.12,135,135.12
9.16,49.16,20,20.11,135,135.16
9.18,49.18,20,20.13,135,135.16
9.2,49.2,20,20.16,135,135.12
9.22,49.22,20,20.18,135,134.99
9.24,49.24,20,20.19,135,134.77
9.27,49.27,20,20.22,135,134.55
9.29,49.29,20,20.25,135,134.37
9.31,49.31,20,20.26,135,134.25
9.33,49.33,20,20.27,135,134.24
9.35,49.35,20,20.27,135,134.31
9.37,49.37,20,20.26,135,134.44
9.39,49.39,20,20.23,135,134.57
9.41,49.41,20,20.22,135,134.68
9.43,49.43,20,20.21,135,134.72
9.45,49.45,20,20.2,135,134.77
9.47,49.47,20,20.18,135,134.87
9.49,49.49,20,20.18,135,134.96
9.51,49.51,20,20.18,135,135.05
9.53,49.53,20,20.18,135,135.14
9.55,49.55,20,20.19,135,135.19
9.57,49.57,20,20.2,135,135.21
9.59,49.59,20,20.21,135,135.22
9.61,49.61,20,20.19,135,135.21
9.63,49.63,20,20.18,135,135.19
9.66,49.66,20,20.18,135,135.15
9.68,49.68,20,20.18,135,135.1
9.7,49.7,20,20.19,135,135.05
9.72,49.72,20,20.2,135,135
9.74,49.74,20,20.21,135,134.97
9.76,49.76,20,20.2,135,134.85
9.78,49.78,20,20.21,135,134.67
9.8,49.8,20,20.24,135,134.44
9.82,49.82,20,20.25,135,134.24
9.84,49.84,20,20.26,135,134.12
9.86,49.86,20,20.26,135,134.05
9.88,49.88,20,20.24,135,134.27
9.9,49.9,20,20.22,135,134.52
9.92,49.92,20,20.21,135,134.73
9.94,49.94,20,20.2,135,134.88
9.96,49.96,20,20.19,135,135.02
9.98,49.98,20,20.18,135,135.11
10,50,20,20.16,135,135.19
10.03,50.03,20,20.14,135,135.26
10.05,50.05,20,20.14,135,135.35
10.07,50.07,20,20.13,135,135.4
10.09,50.09,20,20.13,135,135.42
10.11,50.11,20,20.14,135,135.37
10.13,50.13,20,20.16,135,135.24
10.15,50.15,20,20.17,135,135.09
10.17,50.17,20,20.17,135,134.95
10.19,50.19,20,20.19,135,134.76
10.21,50.21,20,20.2,135,134.68
10.23,50.23,20,20.21,135,134.61
10.25,50.25,20,20.22,135,134.56
10.27,50.27,20,20.23,135,134.5
10.29,50.29,20,20.23,135,134.45
10.31,50.31,20,20.22,135,134.42
10.33,50.33,20,20.23,135,134.41
10.35,50.35,20,20.23,135,134.4
10.37,50.37,20,20.23,135,134.41
10.39,50.39,20,20.23,135,134.45
10.42,50.42,20,20.22,135,134.51
10.44,50.44,20,20.21,135,134.59
10.46,50.46,20,20.21,135,134.65
10.48,50.48,20,20.2,135,134.71
10.5,50.5,20,20.18,135,134.76
10.52,50.52,20,20.17,135,134.87
10.54,50.54,20,20.16,135,134.97
10.56,50.56,20,20.16,135,135.09
10.58,50.58,20,20.16,135,135.18
10.6,50.6,20,20.16,135,135.23
10.62,50.62,20,20.17,135,135.26
10.64,50.64,20,20.19,135,135.28
10.66,50.66,20,20.21,135,134.99
10.68,50.68,20,20.23,135,134.68
10.7,50.7,20,20.25,135,134.38
10.72,50.72,20,20.26,135,134.17
10.74,50.74,20,20.28,135,134.05
10.76,50.76,20,20.3,135,133.97
10.78,50.78,20,20.3,135,133.95
10.81,50.81,20,20.3,135,133.97
10.83,50.83,20,20.29,135,134.01
10.85,50.85,20,20.29,135,134.07
10.87,50.87,20,20.29,135,134.15
10.89,50.89,20,20.28,135,134.19
10.91,50.91,20,20.26,135,134.31
10.93,50.93,20,20.24,135,134.47
10.95,50.95,20,20.23,135,134.59
10.97,50.97,20,20.22,135,134.75
10.99,50.99,20,20.21,135,134.86
11.01,51.01,20,20.21,135,134.95
11.03,51.03,20,20.2,135,135.04
11.05,51.05,20,20.19,135,135.15
11.07,51.07,20,20.17,135,135.25
11.09,51.09,20,20.17,135,135.29
11.11,51.11,20,20.18,135,135.3
11.13,51.13,20,20.18,135,135.32
11.15,51.15,20,20.18,135,135.29
11.17,51.17,20,20.18,135,135.23
11.2,51.2,20,20.19,135,135.16
11.22,51.22,20,20.2,135,135.06
11.24,51.24,20,20.21,135,134.98
11.26,51.26,20,20.22,135,134.93
11.28,51.28,20,20.22,135,134.89
11.3,51.3,20,20.21,135,134.95
11.32,51.32,20,20.21,135,135.03
11.34,51.34,20,20.2,135,135.12
11.36,51.36,20,20.19,135,135.17
11.38,51.38,20,20.19,135,135.2
11.4,51.4,20,20.2,135,135.2
11.42,51.42,20,20.21,135,135.04
11.44,51.44,20,20.22,135,134.81
11.46,51.46,20,20.23,135,134.59
11.48,51.48,20,20.23,135,134.43
11.5,51.5,20,20.25,135,134.33
11.52,51.52,20,20.26,135,134.28
11.54,51.54,20,20.27,135,134.21
11.57,51.57,20,20.27,135,134.32
11.59,51.59,20,20.25,135,134.51
11.61,51.61,20,20.24,135,134.71
11.63,51.63,20,20.22,135,134.89
11.65,51.65,20,20.21,135,135.06
11.67,51.67,20,20.22,135,135.19
11.69,51.69,20,20.23,135,135.08
11.71,51.71,20,20.25,135,134.86
11.73,51.73,20,20.26,135,134.68
11.75,51.75,20,20.28,135,134.52
11.77,51.77,20,20.29,135,134.4
11.79,51.79,20,20.29,135,134.3
11.81,51.81,20,20.29,135,134.36
11.83,51.83,20,20.28,135,134.52
11.85,51.85,20,20.26,135,134.63
11.87,51.87,20,20.26,135,134.71
11.89,51.89,20,20.26,135,134.76
11.91,51.91,20,20.27,135,134.81
11.93,51.93,20,20.27,135,134.87
11.96,51.96,20,20.26,135,134.89
11.98,51.98,20,20.26,135,134.88
12,52,20,20.25,135,134.88
12.02,52.02,20,20.24,135,134.88
12.04,52.04,20,20.24,135,134.87
12.06,52.06,20,20.25,135,134.87
12.08,52.08,20,20.26,135,134.87
12.1,52.1,20,20.27,135,134.85
12.12,52.12,20,20.27,135,134.85
12.14,52.14,20,20.26,135,134.81
12.16,52.16,20,20.25,135,134.8
12.18,52.18,20,20.24,135,134.79
12.2,52.2,20,20.24,135,134.77
12.23,52.23,20,20.23,135,134.74
12.25,52.25,20,20.23,135,134.71
12.27,52.27,20,20.23,135,134.7
12.29,52.29,20,20.23,135,134.75
12.31,52.31,20,20.23,135,134.78
12.33,52.33,20,20.23,135,134.88
12.35,52.35,20,20.23,135,134.97
12.37,52.37,20,20.22,135,135.07
12.39,52.39,20,20.22,135,135.15
12.41,52.41,20,20.23,135,135.2
12.43,52.43,20,20.23,135,135.22
12.45,52.45,20,20.23,135,135.24
12.47,52.47,20,20.24,135,135.17
12.49,52.49,20,20.24,135,135.08
12.51,52.51,20,20.24,135,134.99
12.53,52.53,20,20.24,135,134.9
12.55,52.55,20,20.25,135,134.84
12.57,52.57,20,20.24,135,134.81
12.59,52.59,20,20.23,135,134.89
12.62,52.62,20,20.22,135,135
12.64,52.64,20,20.2,135,135.11
12.66,52.66,20,20.19,135,135.18
12.68,52.68,20,20.19,135,135.24
12.7,52.7,20,20.19,135,135.24
12.72,52.72,20,20.21,135,135.16
12.74,52.74,20,20.22,135,135.07
12.76,52.76,20,20.24,135,134.98
12.78,52.78,20,20.25,135,134.89
12.8,52.8,20,20.26,135,134.78
12.82,52.82,20,20.27,135,134.69
12.84,52.84,20,20.27,135,134.67
12.86,52.86,20,20.27,135,134.75
12.88,52.88,20,20.27,135,134.85
12.9,52.9,20,20.26,135,134.91
12.92,52.92,20,20.25,135,134.95
12.94,52.94,20,20.26,135,135.02
12.96,52.96,20,20.26,135,135.12
12.99,52.99,20,20.25,135,135.25
13.01,53.01,20,20.23,135,135.38
13.03,53.03,20,20.22,135,135.48
13.05,53.05,20,20.2,135,135.54
13.07,53.07,20,20.2,135,135.57
13.09,53.09,20,20.19,135,135.59
13.11,53.11,20,20.2,135,135.4
13.13,53.13,20,20.2,135,135.15
13.15,53.15,20,20.2,135,134.95
13.17,53.17,20,20.22,135,134.85
13.19,53.19,20,20.23,135,134.75
13.21,53.21,20,20.24,135,134.67
13.23,53.23,20,20.25,135,134.74
13.25,53.25,20,20.25,135,134.8
13.27,53.27,20,20.26,135,134.87
13.29,53.29,20,20.27,135,134.93
13.31,53.31,20,20.27,135,134.99
13.33,53.33,20,20.26,135,135.05
13.35,53.35,20,20.25,135,135.06
13.38,53.38,20,20.24,135,135.01
13.4,53.4,20,20.25,135,134.97
13.42,53.42,20,20.26,135,134.93
13.44,53.44,20,20.27,135,134.85
13.46,53.46,20,20.28,135,134.82
13.48,53.48,20,20.28,135,134.75
13.5,53.5,20,20.27,135,134.67
13.52,53.52,20,20.27,135,134.6
13.54,53.54,20,20.27,135,134.54
13.56,53.56,20,20.29,135,134.46
13.58,53.58,20,20.29,135,134.41
13.6,53.6,20,20.28,135,134.39
13.62,53.62,20,20.27,135,134.4
13.64,53.64,20,20.28,135,134.42
13.66,53.66,20,20.3,135,134.52
13.68,53.68,20,20.3,135,134.6
13.7,53.7,20,20.31,135,134.61
13.72,53.72,20,20.31,135,134.66
13.74,53.74,20,20.3,135,134.76
13.77,53.77,20,20.29,135,134.85
13.79,53.79,20,20.29,135,134.92
13.81,53.81,20,20.28,135,135.02
13.83,53.83,20,20.28,135,135.09
13.85,53.85,20,20.27,135,135.1
13.87,53.87,20,20.27,135,135.12
13.89,53.89,20,20.24,135,135.28
13.91,53.91,20,20.22,135,135.4
13.93,53.93,20,20.21,135,135.5
13.95,53.95,20,20.21,135,135.58
13.97,53.97,20,20.21,135,135.66
13.99,53.99,20,20.21,135,135.68
14.01,54.01,20,20.21,135,135.61
14.03,54.03,20,20.22,135,135.43
14.05,54.05,20,20.23,135,135.22
14.07,54.07,20,20.24,135,135.04
14.09,54.09,20,20.25,135,134.92
14.11,54.11,20,20.26,135,134.85
14.14,54.14,20,20.25,135,134.83
14.16,54.16,20,20.25,135,134.85
14.18,54.18,20,20.25,135,134.91
14.2,54.2,20,20.25,135,134.94
14.22,54.22,20,20.24,135,134.96
14.24,54.24,20,20.24,135,134.98
14.26,54.26,20,20.23,135,135.01
14.28,54.28,20,20.24,135,135.02
14.3,54.3,20,20.24,135,135.04
14.32,54.32,20,20.25,135,135.07
14.34,54.34,20,20.25,135,135.1
14.36,54.36,20,20.26,135,135.09
14.38,54.38,20,20.26,135,135.1
14.4,54.4,20,20.25,135,135.07
14.42,54.42,20,20.25,135,134.99
14.44,54.44,20,20.26,135,134.94
14.46,54.46,20,20.26,135,134.93
14.48,54.48,20,20.26,135,134.92
14.5,54.5,20,20.25,135,134.9
14.53,54.53,20,20.25,135,134.93
14.55,54.55,20,20.26,135,134.94
14.57,54.57,20,20.26,135,134.92
14.59,54.59,20,20.27,135,134.94
14.61,54.61,20,20.26,135,134.98
14.63,54.63,20,20.26,135,135
14.65,54.65,20,20.26,135,134.97
14.67,54.67,20,20.27,135,134.92
14.69,54.69,20,20.27,135,134.88
14.71,54.71,20,20.28,135,134.86
14.73,54.73,20,20.28,135,134.83
14.75,54.75,20,20.28,135,134.85
14.77,54.77,20,20.28,135,134.89
14.79,54.79,20,20.26,135,134.96
14.81,54.81,20,20.24,135,135.07
14.83,54.83,20,20.23,135,135.17
14.85,54.85,20,20.23,135,135.22
14.87,54.87,20,20.23,135,135.24
14.89,54.89,20,20.24,135,135.27
14.92,54.92,20,20.24,135,135.35
14.94,54.94,20,20.24,135,135.42
14.96,54.96,20,20.25,135,135.48
14.98,54.98,20,20.25,135,135.5
15,55,20,20.25,135,135.49
15.02,55.02,20,20.24,135,135.51
15.04,55.04,20,20.21,135,135.59
15.06,55.06,20,20.2,135,135.69
15.08,55.08,20,20.19,135,135.78
15.1,55.1,20,20.17,135,135.84
15.12,55.12,20,20.16,135,135.87
15.14,55.14,20,20.15,135,135.87
15.16,55.16,20,20.17,135,135.84
15.18,55.18,20,20.18,135,135.78
15.2,55.2,20,20.2,135,135.7
15.22,55.22,20,20.21,135,135.65
15.24,55.24,20,20.22,135,135.59
15.26,55.26,20,20.23,135,135.52
15.29,55.29,20,20.23,135,135.43
15.31,55.31,20,20.24,135,135.35
15.33,55.33,20,20.24,135,135.31
15.35,55.35,20,20.25,135,135.25
15.37,55.37,20,20.26,135,135.13
15.39,55.39,20,20.26,135,135.09
15.41,55.41,20,20.25,135,135.1
15.43,55.43,20,20.24,135,135.07
15.45,55.45,20,20.25,135,135.08
15.47,55.47,20,20.25,135,135.17
15.49,55.49,20,20.25,135,135.19
15.51,55.51,20,20.25,135,135.19
15.53,55.53,20,20.26,135,135.21
15.55,55.55,20,20.24,135,135.37
15.57,55.57,20,20.22,135,135.52
15.59,55.59,20,20.21,135,135.66
15.61,55.61,20,20.21,135,135.81
15.63,55.63,20,20.22,135,135.89
15.65,55.65,20,20.23,135,135.93
15.68,55.68,20,20.23,135,135.92
15.7,55.7,20,20.23,135,135.76
15.72,55.72,20,20.24,135,135.54
15.74,55.74,20,20.24,135,135.37
15.76,55.76,20,20.25,135,135.2
15.78,55.78,20,20.26,135,135.08
15.8,55.8,20,20.27,135,134.99
15.82,55.82,20,20.27,135,134.92
15.84,55.84,20,20.27,135,134.87
15.86,55.86,20,20.28,135,134.84
15.88,55.88,20,20.28,135,134.83
15.9,55.9,20,20.27,135,134.83
15.92,55.92,20,20.27,135,134.8
15.94,55.94,20,20.27,135,134.77
15.96,55.96,20,20.27,135,134.75
15.98,55.98,20,20.27,135,134.78
16,56,20,20.28,135,134.82
16.02,56.02,20,20.29,135,134.87
16.05,56.05,20,20.29,135,134.96
16.07,56.07,20,20.29,135,135.13
16.09,56.09,20,20.29,135,135.31
16.11,56.11,20,20.28,135,135.49
16.13,56.13,20,20.27,135,135.64
16.15,56.15,20,20.27,135,135.76
16.17,56.17,20,20.26,135,135.82
16.19,56.19,20,20.25,135,135.82
16.21,56.21,20,20.24,135,135.8
16.23,56.23,20,20.24,135,135.76
16.25,56.25,20,20.25,135,135.72
16.27,56.27,20,20.26,135,135.65
16.29,56.29,20,20.27,135,135.61
16.31,56.31,20,20.26,135,135.58
16.33,56.33,20,20.25,135,135.6
16.35,56.35,20,20.25,135,135.6
16.37,56.37,20,20.25,135,135.59
16.39,56.39,20,20.25,135,135.58
16.41,56.41,20,20.26,135,135.56
16.44,56.44,20,20.26,135,135.58
16.46,56.46,20,20.26,135,135.54
16.48,56.48,20,20.26,135,135.45
16.5,56.5,20,20.26,135,135.34
16.52,56.52,20,20.28,135,135.24
16.54,56.54,20,20.29,135,135.17
16.56,56.56,20,20.3,135,135.13
16.58,56.58,20,20.31,135,135.08
16.6,56.6,20,20.31,135,135.14
16.62,56.62,20,20.3,135,135.21
16.64,56.64,20,20.29,135,135.25
16.66,56.66,20,20.28,135,135.31
16.68,56.68,20,20.29,135,135.37
16.7,56.7,20,20.29,135,135.38
16.72,56.72,20,20.28,135,135.42
16.74,56.74,20,20.28,135,135.46
16.76,56.76,20,20.28,135,135.54
16.78,56.78,20,20.28,135,135.62
16.8,56.8,20,20.28,135,135.65
16.83,56.83,20,20.29,135,135.67
16.85,56.85,20,20.29,135,135.59
16.87,56.87,20,20.3,135,135.46
16.89,56.89,20,20.31,135,135.32
16.91,56.91,20,20.3,135,135.14
16.93,56.93,20,20.3,135,135.03
16.95,56.95,20,20.3,135,134.98
16.97,56.97,20,20.29,135,135.03
16.99,56.99,20,20.28,135,135.2
17.01,57.01,20,20.28,135,135.36
17.03,57.03,20,20.27,135,135.52
17.05,57.05,20,20.26,135,135.6
17.07,57.07,20,20.25,135,135.68
17.09,57.09,20,20.25,135,135.74
17.11,57.11,20,20.25,135,135.72
17.13,57.13,20,20.26,135,135.61
17.15,57.15,20,20.27,135,135.52
17.17,57.17,20,20.27,135,135.43
17.19,57.19,20,20.28,135,135.34
17.22,57.22,20,20.29,135,135.26
17.24,57.24,20,20.29,135,135.22
